tradeoff_fraction,age_group,diet,id,growth_rate,grows_in_diet
0.1,60_plus,western,Alistipes_onderdonkii_DSM_19147_AGORA1_03,0.23472456862980948,True
0.1,60_plus,western,Bacteroides_dorei_DSM_17855_AGORA1_03,0.19507024371086776,True
0.1,60_plus,western,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.13947311090478134,True
0.1,60_plus,western,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.11972474815499291,True
0.1,60_plus,western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.043971611980530005,True
0.1,60_plus,western,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,0.040341299571856844,True
0.2,20_40,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.6121585068955424,True
0.2,20_40,high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.06863483236103207,True
0.2,20_40,high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,0.05782260845204181,True
0.2,20_40,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.04643891500808061,True
0.2,20_40,high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,0.025028111370398065,True
0.2,20_40,high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.013678068694849936,True
0.2,20_40,high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.008497931569439529,True
0.2,20_40,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.6688450349107108,True
0.2,20_40,western,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.07512529307715733,True
0.2,20_40,western,Bacteroides_dorei_DSM_17855_AGORA1_03,0.06316561731577805,True
0.2,20_40,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.05123405195661639,True
0.2,20_40,western,Alistipes_shahii_WAL_8301_AGORA1_03,0.033455926216065864,True
0.2,20_40,western,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.014260619586322916,True
0.2,20_40,western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.010424676369877874,True
0.2,40_60,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.6461857924783115,True
0.2,40_60,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.15384883860870804,True
0.2,40_60,high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.15204694085649317,True
0.2,40_60,high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.043081768575271566,True
0.2,40_60,high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,0.04280798095751801,True
0.2,40_60,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.7221291827452911,True
0.2,40_60,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.17220227729043505,True
0.2,40_60,western,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.16992018949922333,True
0.2,40_60,western,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.04809904188684992,True
0.2,40_60,western,Bacteroides_dorei_DSM_17855_AGORA1_03,0.047342418801706046,True
0.2,60_plus,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.9543647782676048,True
0.2,60_plus,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.8411348657631901,True
0.2,60_plus,high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,0.37994342221797306,True
0.2,60_plus,high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.2726575915201173,True
0.2,60_plus,high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.2348215445382167,True
0.2,60_plus,high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03,0.19609012249689095,True
0.2,60_plus,high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.08557617714672233,True
0.2,60_plus,high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,0.07752195048570842,True
0.2,60_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,1.0013419212302554,True
0.2,60_plus,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.8825400158622604,True
0.2,60_plus,western,Bacteroides_dorei_DSM_17855_AGORA1_03,0.3982545834623628,True
0.2,60_plus,western,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.28607903469258983,True
0.2,60_plus,western,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.2463807382917675,True
0.2,60_plus,western,Alistipes_onderdonkii_DSM_19147_AGORA1_03,0.20610941171126063,True
0.2,60_plus,western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.0897009491681217,True
0.2,60_plus,western,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,0.08091172246665165,True
0.3,20_40,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.9188151573215301,True
0.3,20_40,high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.10301787129346986,True
0.3,20_40,high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,0.08567947542091282,True
0.3,20_40,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.0671365237319733,True
0.3,20_40,high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,0.02500932635486226,True
0.3,20_40,high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.019672201652082354,True
0.3,20_40,high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.011929185700816948,True
0.3,20_40,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,1.0040545448795766,True
0.3,20_40,western,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.11257505014100247,True
0.3,20_40,western,Bacteroides_dorei_DSM_17855_AGORA1_03,0.09362654100956996,True
0.3,20_40,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.07342802508106147,True
0.3,20_40,western,Alistipes_shahii_WAL_8301_AGORA1_03,0.03338168407020642,True
0.3,20_40,western,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.02084088703696824,True
0.3,20_40,western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.014070445764818161,True
0.3,40_60,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.9696422633581823,True
0.3,40_60,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.22965202039911808,True
0.3,40_60,high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.22815691832627674,True
0.3,40_60,high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.0639650688682478,True
0.3,40_60,high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,0.06296623655024682,True
0.3,40_60,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,1.0835764322669252,True
0.3,40_60,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.2571034081664969,True
0.3,40_60,western,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.25496592498347076,True
0.3,40_60,western,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.0715943916110512,True
0.3,40_60,western,Bacteroides_dorei_DSM_17855_AGORA1_03,0.06995984558568366,True
0.3,60_plus,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,1.4318909947128555,True
0.3,60_plus,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,1.2620062069293627,True
0.3,60_plus,high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,0.5689929595788575,True
0.3,60_plus,high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.4090831130550544,True
0.3,60_plus,high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.352317151086304,True
0.3,60_plus,high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03,0.2933250680052157,True
0.3,60_plus,high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.12807078131223706,True
0.3,60_plus,high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,0.11524081601043296,True
0.3,60_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,1.502245117517587,True
0.3,60_plus,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,1.324016034572906,True
0.3,60_plus,western,Bacteroides_dorei_DSM_17855_AGORA1_03,0.5969509366614176,True
0.3,60_plus,western,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.42918444745724815,True
0.3,60_plus,western,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.3696283225655214,True
0.3,60_plus,western,Alistipes_onderdonkii_DSM_19147_AGORA1_03,0.3082651392652569,True
0.3,60_plus,western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.134359459574157,True
0.3,60_plus,western,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,0.12064941817509814,True
0.4,20_40,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,1.215133183876884,True
0.4,20_40,high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.1819102579844508,True
0.4,20_40,high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,0.1488496451441274,True
0.4,20_40,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.11480964366830891,True
0.4,20_40,high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,0.03866349008686627,True
0.4,20_40,high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.03380754740899473,True
0.4,20_40,high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.020450348321433703,True
0.4,20_40,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,1.3555140729728494,True
0.4,20_40,western,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.15190804557638035,True
0.4,20_40,western,Bacteroides_dorei_DSM_17855_AGORA1_03,0.12556570867119426,True
0.4,20_40,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.09716407033681007,True
0.4,20_40,western,Alistipes_shahii_WAL_8301_AGORA1_03,0.0340945253905408,True
0.4,20_40,western,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.027763173747331678,True
0.4,20_40,western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.01796609254550328,True
0.4,40_60,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,1.2931121812335502,True
0.4,40_60,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.3054125114133751,True
0.4,40_60,high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.3042687577067898,True
0.4,40_60,high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.08490362781094431,True
0.4,40_60,high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,0.08307834648441942,True
0.4,40_60,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,1.445178611238368,True
0.4,40_60,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.3416972683783651,True
0.4,40_60,western,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.3400498957078873,True
0.4,40_60,western,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.09435796670391108,True
0.4,40_60,western,Bacteroides_dorei_DSM_17855_AGORA1_03,0.09171067137463118,True
0.4,60_plus,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,1.909287822183926,True
0.4,60_plus,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,1.6827617802664137,True
0.4,60_plus,high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,0.7586964495734985,True
0.4,60_plus,high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.5454762643541768,True
0.4,60_plus,high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.4697804180743923,True
0.4,60_plus,high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03,0.39042903968098647,True
0.4,60_plus,high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.1707655386899095,True
0.4,60_plus,high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,0.1528526143666306,True
0.4,60_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,2.003066574154456,True
0.4,60_plus,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,1.7654488488285929,True
0.4,60_plus,western,Bacteroides_dorei_DSM_17855_AGORA1_03,0.7959786297367933,True
0.4,60_plus,western,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.5722775358782177,True
0.4,60_plus,western,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.4928652256697249,True
0.4,60_plus,western,Alistipes_onderdonkii_DSM_19147_AGORA1_03,0.4102062910612154,True
0.4,60_plus,western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.17915977765587032,True
0.4,60_plus,western,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,0.16023762968117505,True
0.5,20_40,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,1.435499630420027,True
0.5,20_40,high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.22715030652154397,True
0.5,20_40,high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,0.1851112868778537,True
0.5,20_40,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.14154668748013005,True
0.5,20_40,high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,0.04807408935683433,True
0.5,20_40,high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.041805506117916336,True
0.5,20_40,high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.02535187593306043,True
0.5,20_40,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,1.6053280252112043,True
0.5,20_40,western,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.2462990833127306,True
0.5,20_40,western,Bacteroides_dorei_DSM_17855_AGORA1_03,0.2006548963316439,True
0.5,20_40,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.1529857320348332,True
0.5,20_40,western,Alistipes_shahii_WAL_8301_AGORA1_03,0.05221203137664467,True
0.5,20_40,western,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.04440055519559152,True
0.5,20_40,western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.027963746113493518,True
0.5,40_60,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,1.5851297978110896,True
0.5,40_60,high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.4447470113061786,True
0.5,40_60,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.44248215888573683,True
0.5,40_60,high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.12485533451958439,True
0.5,40_60,high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,0.12101987219278644,True
0.5,40_60,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,1.7802734076867444,True
0.5,40_60,western,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.4884798045433284,True
0.5,40_60,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.4874499956106059,True
0.5,40_60,western,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.13699561116062106,True
0.5,40_60,western,Bacteroides_dorei_DSM_17855_AGORA1_03,0.13238962661013357,True
0.5,60_plus,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,2.3866315643443743,True
0.5,60_plus,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,2.103474462650602,True
0.5,60_plus,high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,0.9483806110569662,True
0.5,60_plus,high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.6818443863536221,True
0.5,60_plus,high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.5872318262254974,True
0.5,60_plus,high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03,0.4878653247489995,True
0.5,60_plus,high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.2134581979897194,True
0.5,60_plus,high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,0.1908259046796507,True
0.5,60_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,2.503850657239989,True
0.5,60_plus,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,2.2068708673995165,True
0.5,60_plus,western,Bacteroides_dorei_DSM_17855_AGORA1_03,0.9950044781805025,True
0.5,60_plus,western,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.7153663822611389,True
0.5,60_plus,western,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.6161001722767976,True
0.5,60_plus,western,Alistipes_onderdonkii_DSM_19147_AGORA1_03,0.5123196959798941,True
0.5,60_plus,western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.22395429259442381,True
0.5,60_plus,western,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,0.19999276072543953,True
0.6,20_40,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,1.432804030421735,True
0.6,20_40,high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.2799893620662836,True
0.6,20_40,high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,0.2276352667834355,True
0.6,20_40,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.17415075090900817,True
0.6,20_40,high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,0.05922161921945946,True
0.6,20_40,high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.05124772453195137,True
0.6,20_40,high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.031170246381045392,True
0.6,20_40,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,1.6015037209425382,True
0.6,20_40,western,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.322980148092398,True
0.6,20_40,western,Bacteroides_dorei_DSM_17855_AGORA1_03,0.2620672138105081,True
0.6,20_40,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.2001160155668881,True
0.6,20_40,western,Alistipes_shahii_WAL_8301_AGORA1_03,0.06847652482811305,True
0.6,20_40,western,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.05738094478207289,True
0.6,20_40,western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.03652321926007195,True
0.6,40_60,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,1.6404229954473524,True
0.6,40_60,high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.5497887529652069,True
0.6,40_60,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.5447750730179477,True
0.6,40_60,high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.15315058162154757,True
0.6,40_60,high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,0.14746349776939424,True
0.6,40_60,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,1.8606206229176374,True
0.6,40_60,western,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.5991960254918015,True
0.6,40_60,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.5939773680362599,True
0.6,40_60,western,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.16633527991369473,True
0.6,40_60,western,Bacteroides_dorei_DSM_17855_AGORA1_03,0.16067155639949315,True
0.6,60_plus,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,2.8103935342299553,True
0.6,60_plus,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,2.56306216733382,True
0.6,60_plus,high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,1.1589090781032065,True
0.6,60_plus,high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.8345357485172601,True
0.6,60_plus,high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.7171511880042695,True
0.6,60_plus,high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03,0.5966053943363614,True
0.6,60_plus,high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.2608746607962867,True
0.6,60_plus,high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,0.23260560775270622,True
