diet,age_group,pathway,sum_abs_flux,n_reactions
western,20_40,NAD metabolism,1161.822824275403,34
western,20_40,Nitrogen metabolism,58.26084352178422,2
western,20_40,Nucleotide interconversion,116494.21186307282,247
western,20_40,Nucleotide salvage pathway,105.5274198338518,6
western,20_40,Nucleotide sugar metabolism,0.0168164545177328,6
western,20_40,Others,19.420281173928068,1
western,20_40,Oxidative phosphorylation,49.81499311907315,2
western,20_40,Pentose and glucuronate interconversions,710.6927358533844,17
western,20_40,Pentose phosphate pathway,8930.54657730088,71
western,20_40,Phenylalanine metabolism,164.34332236442503,38
western,20_40,Plant polysaccharide degradation,14.51297358536941,9
western,20_40,Propanoate metabolism,3228.932170751477,9
western,20_40,Purine catabolism,2719.633971868507,20
western,20_40,Purine synthesis,14.056088559546374,41
western,20_40,Pyrimidine catabolism,209.4392869239356,11
western,20_40,Pyrimidine synthesis,127.05144399249569,11
western,20_40,Pyruvate metabolism,5863.72732928174,45
western,20_40,Respiration,2970.61441317143,14
western,20_40,Squalene and cholesterol synthesis,0.2156270652579435,5
western,20_40,Starch and sucrose metabolism,5979.340958350574,14
western,20_40,Sulfur metabolism,211.92898178139922,7
western,20_40,Terpenoid backbone biosynthesis,6003.819856883556,55
western,20_40,Thiamine metabolism,0.0130686189264718,3
western,20_40,"Transport, extracellular",24340.450188992196,423
western,20_40,Tryptophan metabolism,15.438136681498822,20
western,20_40,Tyrosine metabolism,130.00000361877076,6
western,20_40,Ubiquinone and other terpenoid-quinone biosynthesis,27.651073092526005,2
western,20_40,Unassigned,2.3279377961589454,7
western,20_40,Urea cycle,334.53992101610504,14
western,20_40,"Valine, leucine, and isoleucine metabolism",44004.402780630066,86
western,20_40,Vitamin B12 metabolism,0.0645368483021545,10
western,20_40,Vitamin B2 metabolism,0.0960150713617738,42
western,20_40,Vitamin B6 metabolism,65.86303109449614,11
western,20_40,beta-Alanine metabolism,19.267785875289242,7
western,40_60,Alanine and aspartate metabolism,2258.9440190980777,30
western,40_60,Aminosugar metabolism,2110.548736376242,28
western,40_60,Arginine and proline metabolism,2104.493595399183,15
western,40_60,Bile acid metabolism,2000.0,2
western,40_60,Biotin metabolism,0.3115743275534421,15
western,40_60,Butanoate metabolism,5069.0494806508295,7
western,40_60,Cell wall biosynthesis,1.1828754803906631,76
western,40_60,Cholesterol metabolism,0.2035383578707098,10
western,40_60,Citric acid cycle,23746.70769686457,46
western,40_60,CoA synthesis,0.3831399897776184,42
western,40_60,Exchange/demand reaction,6947.608017925359,348
western,40_60,Fatty acid oxidation,53.99064861915674,6
western,40_60,Fatty acid synthesis,5155.277654435424,115
western,40_60,Folate metabolism,11606.89917047266,28
western,40_60,Fructose and mannose metabolism,30.329156041908735,14
western,40_60,Galactose metabolism,12006.40033727574,21
western,40_60,Glutamate metabolism,6888.27818231279,20
western,40_60,Glutathione metabolism,6.796036475589839,1
western,40_60,Glycerophospholipid metabolism,8360.337162182359,49
western,40_60,"Glycine, serine, alanine, and threonine metabolism",14458.906220390772,44
western,40_60,Glycolysis/gluconeogenesis,18655.75380944003,72
western,40_60,Glyoxylate and dicarboxylate metabolism,2122.418686567281,6
western,40_60,Histidine metabolism,0.251303696024346,20
western,40_60,Lipopolysaccharide biosynthesis,0.418282566131173,60
western,40_60,Lysine metabolism,3017.4140952303096,22
western,40_60,Methane metabolism,0.0139339112034415,1
western,40_60,Methionine and cysteine metabolism,83.25649614889502,19
western,40_60,Miscellaneous,159.80490620417487,5
western,40_60,NAD metabolism,1069.4385774514046,35
western,40_60,Nitrogen metabolism,20.3489348434415,2
western,40_60,Nucleotide interconversion,80244.98731750465,170
western,40_60,Nucleotide salvage pathway,47.15279472575499,3
western,40_60,Nucleotide sugar metabolism,0.0157842477785348,4
western,40_60,Others,6.782978281147163,1
western,40_60,Oxidative phosphorylation,1.9746540235428465,1
western,40_60,Pentose and glucuronate interconversions,172.02540752946098,14
western,40_60,Pentose phosphate pathway,8530.026778239831,56
western,40_60,Phenylalanine metabolism,18.19741329048212,25
western,40_60,Plant polysaccharide degradation,2.4408604411975103,8
western,40_60,Propanoate metabolism,3076.1617960760695,7
western,40_60,Purine catabolism,2111.888652768817,12
western,40_60,Purine synthesis,48.34122243022153,27
western,40_60,Pyrimidine catabolism,51.86322474460493,9
western,40_60,Pyrimidine synthesis,158.90385979214673,14
western,40_60,Pyruvate metabolism,3105.8106889987475,33
western,40_60,Respiration,2926.621602779872,10
western,40_60,Squalene and cholesterol synthesis,0.5382691721341906,3
western,40_60,Starch and sucrose metabolism,2963.9296977860486,8
western,40_60,Sulfur metabolism,104.82820869034902,6
western,40_60,Terpenoid backbone biosynthesis,4007.7537895844735,40
western,40_60,Thiamine metabolism,0.0141114506020274,1
western,40_60,"Transport, extracellular",16408.11457842389,310
western,40_60,Tryptophan metabolism,5.324379156404372,19
western,40_60,Tyrosine metabolism,5.850780261496492,3
western,40_60,Ubiquinone and other terpenoid-quinone biosynthesis,0.0141114506020274,1
western,40_60,Unassigned,79.53703080237158,7
western,40_60,Urea cycle,271.42759015361503,10
western,40_60,"Valine, leucine, and isoleucine metabolism",32005.126926426678,56
western,40_60,Vitamin B12 metabolism,0.070557253010137,5
western,40_60,Vitamin B2 metabolism,0.1547260884715333,31
western,40_60,Vitamin B6 metabolism,24.346869147296395,21
western,40_60,beta-Alanine metabolism,6.823106222629521,5
western,60_plus,Alanine and aspartate metabolism,1213.7131745147876,39
western,60_plus,Aminosugar metabolism,4305.197297664635,42
western,60_plus,Arginine and proline metabolism,6619.027539829625,34
western,60_plus,Bile acid metabolism,2099.2804534801353,5
western,60_plus,Biotin metabolism,1.938508530856578,30
western,60_plus,Butanoate metabolism,7973.501421292508,14
western,60_plus,Cell wall biosynthesis,98.98882602700809,114
western,60_plus,Cholesterol metabolism,0.7975070558718945,17
western,60_plus,Citric acid cycle,37113.90951093019,74
western,60_plus,CoA synthesis,0.9102794328110134,66
western,60_plus,Exchange/demand reaction,12525.474139443204,539
western,60_plus,Fatty acid oxidation,11.419837001691244,10
western,60_plus,Fatty acid synthesis,6008.621257314914,183
western,60_plus,Folate metabolism,18675.957259764444,40
western,60_plus,Fructose and mannose metabolism,83.31308152169603,16
western,60_plus,Galactose metabolism,18013.638709047646,29
western,60_plus,Glutamate metabolism,13012.71929950877,31
western,60_plus,Glutathione metabolism,12.94040163457052,2
western,60_plus,Glycerophospholipid metabolism,16006.629792875108,103
western,60_plus,"Glycine, serine, alanine, and threonine metabolism",20324.593507915146,58
western,60_plus,Glycolysis/gluconeogenesis,28969.104126674447,109
western,60_plus,Glyoxylate and dicarboxylate metabolism,4117.221034126054,9
western,60_plus,Histidine metabolism,6.048036663209518,44
western,60_plus,Lipopolysaccharide biosynthesis,3.3158643740311695,90
western,60_plus,Lysine metabolism,9250.268781738176,38
western,60_plus,Methane metabolism,0.1275000671389494,2
western,60_plus,Methionine and cysteine metabolism,247.8526650751253,30
western,60_plus,Miscellaneous,4.9852892019770545,8
western,60_plus,NAD metabolism,2131.737746546618,46
western,60_plus,Nitrogen metabolism,44.4551543773367,2
western,60_plus,Nucleotide interconversion,134479.1223964847,267
western,60_plus,Nucleotide salvage pathway,108.57641040901476,7
western,60_plus,Nucleotide sugar metabolism,0.12512695751060998,6
western,60_plus,Others,3.612379962472803,1
western,60_plus,Oxidative phosphorylation,67.74620314732393,5
western,60_plus,Pentose and glucuronate interconversions,325.46338568436164,11
western,60_plus,Pentose phosphate pathway,12679.372585451214,87
western,60_plus,Phenylalanine metabolism,14.496283013631663,52
western,60_plus,Plant polysaccharide degradation,4.147232837371302,13
western,60_plus,Propanoate metabolism,3109.930651834811,8
western,60_plus,Purine catabolism,2260.2802762277483,14
western,60_plus,Purine synthesis,73.29838874889028,42
western,60_plus,Pyrimidine catabolism,118.85921010549946,12
western,60_plus,Pyrimidine synthesis,54.169997345857155,19
western,60_plus,Pyruvate metabolism,3939.7063121950323,48
western,60_plus,Respiration,3494.9983926222967,16
western,60_plus,Squalene and cholesterol synthesis,122.29077452539963,6
western,60_plus,Starch and sucrose metabolism,4024.474438061644,12
western,60_plus,Sulfur metabolism,147.2253159518541,10
western,60_plus,Terpenoid backbone biosynthesis,4268.334255961626,69
western,60_plus,Thiamine metabolism,0.0230529494275111,3
western,60_plus,"Transport, extracellular",20621.334117932565,469
western,60_plus,Tryptophan metabolism,143.95045346972822,23
western,60_plus,Tyrosine metabolism,3.2966333561709003,5
western,60_plus,Ubiquinone and other terpenoid-quinone biosynthesis,0.1462492930693281,19
western,60_plus,Unassigned,7.973457125454474,8
western,60_plus,Urea cycle,343.98198598005854,15
western,60_plus,"Valine, leucine, and isoleucine metabolism",51976.54440069068,95
western,60_plus,Vitamin B12 metabolism,0.10733315063363,10
western,60_plus,Vitamin B2 metabolism,0.7024763585075324,44
western,60_plus,Vitamin B6 metabolism,11.30359989527323,40
western,60_plus,beta-Alanine metabolism,2003.6951472320281,9
