diet,pathway,max_sum_abs_flux,min_sum_abs_flux,range_sum_abs_flux,std_sum_abs_flux
high_fiber,Ubiquinone and other terpenoid-quinone biosynthesis,27.49191714859915,0.0125776773123097,27.47933947128684,11.374300318603108
high_fiber,Plant polysaccharide degradation,37.13072540746288,9.952894327048625,27.177831080414258,12.016703236414548
high_fiber,Others,19.420281173928068,3.612379962472803,15.807901211455265,6.828403577975668
high_fiber,Histidine metabolism,6.887204331554163,0.227852315977124,6.659352015577039,3.1290557101479415
high_fiber,Glutathione metabolism,12.940363869876059,6.796036475589839,6.14432739428622,2.6757570380429976
high_fiber,Cholesterol metabolism,4.88800695319309,0.0935471171828656,4.794459836010224,2.23907701075397
high_fiber,Fatty acid oxidation,5.879702750009973,2.5174627949510886,3.3622399550588846,1.5108101489450037
high_fiber,Lipopolysaccharide biosynthesis,3.160017669036381,0.37924890454698756,2.7807687644893933,1.3030384998379443
high_fiber,Biotin metabolism,1.847685600843957,0.1917250881511364,1.6559605126928207,0.7520949245427828
high_fiber,CoA synthesis,0.8676449484379902,0.2719763180506616,0.5956686303873286,0.2655408804287655
high_fiber,Vitamin B2 metabolism,0.6695716063756536,0.08805429961382119,0.5815173067618324,0.2628182720119289
high_fiber,Methane metabolism,0.1215263650431155,0.0126557373772721,0.10887062766584339,0.049270748426451974
high_fiber,Nucleotide sugar metabolism,0.11924594977495759,0.0143112794168674,0.10493467035809019,0.04917126414482804
high_fiber,Vitamin B12 metabolism,0.102299384140632,0.057730410073393496,0.044568974067238504,0.01990595918880425
high_fiber,Thiamine metabolism,0.0219706667399893,0.0116945847618594,0.0102760819781299,0.004650041381684536
western,Nucleotide interconversion,134479.1223964847,80244.98731750465,54234.135078980034,22555.62185357912
western,"Valine, leucine, and isoleucine metabolism",51976.54440069068,32005.126926426678,19971.417474264,8208.364155386522
western,Citric acid cycle,37113.90951093019,23746.70769686457,13367.201814065622,5783.627420518067
western,Glycolysis/gluconeogenesis,28969.104126674447,18655.75380944003,10313.350317234417,4477.238468955314
western,"Transport, extracellular",24340.450188992196,16408.11457842389,7932.335610568305,3240.4559260285473
western,Glycerophospholipid metabolism,16006.629792875108,8360.337162182359,7646.292630692749,3124.5381352514364
western,Exchange/demand reaction,14036.014235032828,6947.608017925359,7088.406217107469,3048.493699967763
western,Folate metabolism,18675.957259764444,11606.89917047266,7069.058089291784,2929.5263295952486
western,Glutamate metabolism,13804.725896539368,6888.27818231279,6916.447714226579,3090.7263157777656
western,Lysine metabolism,9250.268781738176,3017.4140952303096,6232.854686507866,2921.862775563839
western,Galactose metabolism,18034.95390451047,12006.40033727574,6028.553567234729,2836.876711883941
western,"Glycine, serine, alanine, and threonine metabolism",20324.593507915146,14458.906220390772,5865.6872875243735,2587.836302025392
western,Arginine and proline metabolism,6619.027539829625,2104.493595399183,4514.533944430443,1846.8647545491579
western,Pentose phosphate pathway,12679.372585451214,8530.026778239831,4149.345807211383,1868.7840127457496
western,Aminosugar metabolism,5808.946505030326,2110.548736376242,3698.3977686540843,1518.6210865783498
western,Alanine and aspartate metabolism,4516.632555345822,1213.7131745147876,3302.9193808310342,1378.3622117668829
western,Starch and sucrose metabolism,5979.340958350574,2963.9296977860486,3015.411260564525,1248.9534876408468
western,Butanoate metabolism,7973.501421292508,5069.0494806508295,2904.4519406416784,1367.4510432259533
western,Pyruvate metabolism,5863.72732928174,3105.8106889987475,2757.9166402829924,1154.86136634697
western,Glyoxylate and dicarboxylate metabolism,4167.144660214512,2122.418686567281,2044.7259736472315,952.3440719016206
western,beta-Alanine metabolism,2003.6951472320281,6.823106222629521,1996.8720410093986,938.4150213535567
western,Terpenoid backbone biosynthesis,6003.819856883556,4007.7537895844735,1996.0660672990825,885.9453328687645
western,NAD metabolism,2131.737746546618,1069.4385774514046,1062.2991690952133,480.48000654044966
western,Fatty acid synthesis,6008.621257314914,5010.277654759964,998.3436025549499,440.44299079243046
western,Purine catabolism,2719.633971868507,2111.888652768817,607.7453190996903,258.7105341881335
western,Respiration,3494.9983926222967,2926.621602779872,568.3767898424248,258.1915956336075
western,Pentose and glucuronate interconversions,710.6927358533844,172.02540752946098,538.6673283239235,226.5949288379167
western,Methionine and cysteine metabolism,405.77642061690443,83.25649614889502,322.51992446800944,131.6775999968873
western,Fructose and mannose metabolism,283.1987589548336,30.329156041908735,252.86960291292485,108.88557525090899
western,Bile acid metabolism,2200.0,2000.0,200.0,81.65036265442257
western,Pyrimidine catabolism,209.4392869239356,51.86322474460493,157.57606217933068,64.5698826792038
western,Miscellaneous,159.80490620417487,4.9852892019770545,154.81961700219782,63.29078029834057
western,Propanoate metabolism,3228.932170751477,3076.1617960760695,152.7703746754073,65.52394346275479
western,Phenylalanine metabolism,164.34332236442503,14.496283013631663,149.84703935079338,69.78256731254879
western,Tryptophan metabolism,143.95045346972822,5.324379156404372,138.62607431332384,63.10035405524707
western,Tyrosine metabolism,130.00000361877076,3.2966333561709003,126.70337026259986,59.13571712832349
western,Squalene and cholesterol synthesis,122.29077452539963,0.2156270652579435,122.07514746014168,57.470879858258456
western,Sulfur metabolism,211.92898178139922,104.82820869034902,107.1007730910502,44.03868838573853
western,Pyrimidine synthesis,158.90385979214673,54.169997345857155,104.73386244628958,43.83740614855332
western,Cell wall biosynthesis,98.98882602700809,0.6703391506018856,98.3184868764062,46.22744677435544
western,Unassigned,79.53703080237158,2.3279377961589454,77.20909300621263,35.141714700387666
western,Urea cycle,343.98198598005854,271.42759015361503,72.55439582644351,32.2084517055525
western,Oxidative phosphorylation,67.74620314732393,1.9746540235428465,65.77154912378109,27.761129924159373
western,Nucleotide salvage pathway,108.57641040901476,47.15279472575499,61.42361568325977,28.264138573352543
western,Purine synthesis,73.29838874889028,14.056088559546374,59.2423001893439,24.28529661913001
western,Vitamin B6 metabolism,65.86303109449614,11.30359989527323,54.55943119922291,23.262870054109897
western,Fatty acid oxidation,53.99064861915674,2.8084633961243393,51.1821852230324,22.375695746722815
western,Nitrogen metabolism,58.26084352178422,20.3489348434415,37.91190867834271,15.66673649844176
western,Ubiquinone and other terpenoid-quinone biosynthesis,27.651073092526005,0.0141114506020274,27.63696164192398,12.997155421457709
western,Others,19.420281173928068,3.612379962472803,15.807901211455265,6.828403577975668
western,Plant polysaccharide degradation,14.51297358536941,2.4408604411975103,12.072113144171901,5.334335361856977
western,Glutathione metabolism,12.94040163457052,1.3280318585728481,11.612369775997673,4.743409808625941
western,Histidine metabolism,6.048036663209518,0.251303696024346,5.796732967185172,2.7226705332962684
western,Lipopolysaccharide biosynthesis,3.3158643740311695,0.418282566131173,2.8975818078999964,1.3595317498088466
western,Biotin metabolism,1.938508530856578,0.3115743275534421,1.6269342033031358,0.7584346048649998
western,Cholesterol metabolism,0.7975070558718945,0.101444071673162,0.6960629841987325,0.3069067421603026
western,CoA synthesis,0.9102794328110134,0.3013002708441402,0.6089791619668732,0.2698619712426138
western,Vitamin B2 metabolism,0.7024763585075324,0.0960150713617738,0.6064612871457586,0.2731040979108033
western,Methane metabolism,0.1275000671389494,0.0139339112034415,0.1135661559355079,0.05135234142741835
western,Nucleotide sugar metabolism,0.12512695751060998,0.0157842477785348,0.10934270973207519,0.051303084898447
western,Vitamin B12 metabolism,0.10733315063363,0.0645368483021545,0.042796302331475494,0.018915706031727503
western,Thiamine metabolism,0.0230529494275111,0.0130686189264718,0.0099843305010393,0.004481130248096544
