diet,reaction_id,reaction_name,species,local_reaction_id,reaction_type,pathway,is_biomass_reaction,flux,abs_flux
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__PUNP3,Purine-Nucleoside Phosphorylase (Guanosine),Alistipes_onderdonkii_DSM_19147_AGORA1_03,PUNP3,species_internal,Purine catabolism,False,-15.696658646782586,15.696658646782586
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__PPM,Phosphopentomutase,Alistipes_onderdonkii_DSM_19147_AGORA1_03,PPM,species_internal,Pentose phosphate pathway,False,-15.696658646782584,15.696658646782584
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__ENO,Enolase,Alistipes_onderdonkii_DSM_19147_AGORA1_03,ENO,species_internal,Glycolysis/gluconeogenesis,False,11.746306292901693,11.746306292901693
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__PGK,Phosphoglycerate Kinase,Alistipes_onderdonkii_DSM_19147_AGORA1_03,PGK,species_internal,Glycolysis/gluconeogenesis,False,-11.746306292901691,11.746306292901691
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__PGM,Phosphoglycerate Mutase,Alistipes_onderdonkii_DSM_19147_AGORA1_03,PGM,species_internal,Glycolysis/gluconeogenesis,False,-11.746306292901691,11.746306292901691
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__GAPD,Glyceraldehyde-3-Phosphate Dehydrogenase,Alistipes_onderdonkii_DSM_19147_AGORA1_03,GAPD,species_internal,Glycolysis/gluconeogenesis,False,11.74630629290169,11.74630629290169
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__INDOLEt2r,"Indole transport via proton symport, reversible",Alistipes_onderdonkii_DSM_19147_AGORA1_03,INDOLEt2r,species_internal,"Transport, extracellular",False,-11.432142805376358,11.432142805376358
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__TRPAS2i,Tryptophanase (L-tryptophan) irreversible,Alistipes_onderdonkii_DSM_19147_AGORA1_03,TRPAS2i,species_internal,Tryptophan metabolism,False,11.432142805376358,11.432142805376358
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__TRPt2r,L-tryptophan reversible transport via proton symport,Alistipes_onderdonkii_DSM_19147_AGORA1_03,TRPt2r,species_internal,"Transport, extracellular",False,11.432142805376358,11.432142805376358
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__RPE,Ribulose 5-Phosphate 3-Epimerase,Alistipes_onderdonkii_DSM_19147_AGORA1_03,RPE,species_internal,Pentose phosphate pathway,False,-10.464439097855056,10.464439097855056
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__RPI,Ribose-5-Phosphate Isomerase,Alistipes_onderdonkii_DSM_19147_AGORA1_03,RPI,species_internal,Pentose phosphate pathway,False,-10.464439097855056,10.464439097855056
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__ATPS4,ATP synthase (four protons for one ATP),Alistipes_onderdonkii_DSM_19147_AGORA1_03,ATPS4,species_internal,Respiration,False,9.46079255403645,9.46079255403645
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__TPI,Triose-Phosphate Isomerase,Alistipes_onderdonkii_DSM_19147_AGORA1_03,TPI,species_internal,Glycolysis/gluconeogenesis,False,9.166129759202063,9.166129759202063
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__FBA,Fructose-Bisphosphate Aldolase,Alistipes_onderdonkii_DSM_19147_AGORA1_03,FBA,species_internal,Glycolysis/gluconeogenesis,False,7.81239608262715,7.81239608262715
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__PFK,Phosphofructokinase,Alistipes_onderdonkii_DSM_19147_AGORA1_03,PFK,species_internal,Glycolysis/gluconeogenesis,False,7.522922402627151,7.522922402627151
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__ASPt2r,L-aspartate reversible transport via proton symport,Alistipes_onderdonkii_DSM_19147_AGORA1_03,ASPt2r,species_internal,"Transport, extracellular",False,5.5552186951058715,5.5552186951058715
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__TALA,Transaldolase,Alistipes_onderdonkii_DSM_19147_AGORA1_03,TALA,species_internal,Pentose phosphate pathway,False,-5.232219548927528,5.232219548927528
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__TKT1,Transketolase,Alistipes_onderdonkii_DSM_19147_AGORA1_03,TKT1,species_internal,Pentose phosphate pathway,False,-5.232219548927528,5.232219548927528
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__TKT2,Transketolase,Alistipes_onderdonkii_DSM_19147_AGORA1_03,TKT2,species_internal,Pentose phosphate pathway,False,-5.232219548927528,5.232219548927528
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__ASPTA,Aspartate Transaminase,Alistipes_onderdonkii_DSM_19147_AGORA1_03,ASPTA,species_internal,Alanine and aspartate metabolism,False,5.221573705955935,5.221573705955935
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__CO2t,CO2 Transporter via Diffusion,Alistipes_onderdonkii_DSM_19147_AGORA1_03,CO2t,species_internal,"Transport, extracellular",False,-5.221573705955935,5.221573705955935
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__PPCKr,phosphoenolpyruvate carboxykinase,Alistipes_onderdonkii_DSM_19147_AGORA1_03,PPCKr,species_internal,Citric acid cycle,False,5.221573705955935,5.221573705955935
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__AKGt2r,2-oxoglutarate reversible transport via symport,Alistipes_onderdonkii_DSM_19147_AGORA1_03,AKGt2r,species_internal,"Transport, extracellular",False,4.887928716805999,4.887928716805999
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__GLNS,Glutamine Synthetase,Alistipes_onderdonkii_DSM_19147_AGORA1_03,GLNS,species_internal,Glutamate metabolism,False,4.554283727656062,4.554283727656062
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__GLNt2r,L-glutamine reversible transport via proton symport,Alistipes_onderdonkii_DSM_19147_AGORA1_03,GLNt2r,species_internal,"Transport, extracellular",False,-4.554283727656062,4.554283727656062
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__ADK1,Adenylate Kinase,Alistipes_onderdonkii_DSM_19147_AGORA1_03,ADK1,species_internal,Nucleotide interconversion,False,2.9963338473494576,2.9963338473494576
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__UMPK,UMP Kinase,Alistipes_onderdonkii_DSM_19147_AGORA1_03,UMPK,species_internal,Nucleotide interconversion,False,1.353733676574915,1.353733676574915
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__URIK1,Uridine Kinase (ATP:Uridine),Alistipes_onderdonkii_DSM_19147_AGORA1_03,URIK1,species_internal,Pyrimidine synthesis,False,1.353733676574915,1.353733676574915
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__UTPATPT,Uridine triphosphate:AMP phosphotransferase,Alistipes_onderdonkii_DSM_19147_AGORA1_03,UTPATPT,species_internal,Nucleotide interconversion,False,-1.353733676574915,1.353733676574915
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__NDPK6,Nucleoside-Diphosphate Kinase (ATP:dUDP),Alistipes_onderdonkii_DSM_19147_AGORA1_03,NDPK6,species_internal,Nucleotide interconversion,False,-1.3537336765749148,1.3537336765749148
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__RNTR4,ribonucleoside-triphosphate reductase (UTP),Alistipes_onderdonkii_DSM_19147_AGORA1_03,RNTR4,species_internal,Nucleotide interconversion,False,1.3537336765749148,1.3537336765749148
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__TRDRr,Thioredoxin reductase (EC 1.8.1.9),Alistipes_onderdonkii_DSM_19147_AGORA1_03,TRDRr,species_internal,Sulfur metabolism,False,1.3537336765749148,1.3537336765749148
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__URIDK3,ATP:dUMP Phosphotransferase,Alistipes_onderdonkii_DSM_19147_AGORA1_03,URIDK3,species_internal,Nucleotide interconversion,False,-1.3537336765749148,1.3537336765749148
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__ADAD,deoxycytidine kinase,Alistipes_onderdonkii_DSM_19147_AGORA1_03,ADAD,species_internal,Nucleotide interconversion,False,-1.3537336765749146,1.3537336765749146
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__DCMPDA,DCMP Deaminase,Alistipes_onderdonkii_DSM_19147_AGORA1_03,DCMPDA,species_internal,Pyrimidine catabolism,False,-1.3537336765749146,1.3537336765749146
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__DCYTt2r,deoxycytidine transport in via proton symport reversible,Alistipes_onderdonkii_DSM_19147_AGORA1_03,DCYTt2r,species_internal,"Transport, extracellular",False,-1.3537336765749146,1.3537336765749146
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__G3PD2,glycerol-3-phosphate dehydrogenase (NADP),Alistipes_onderdonkii_DSM_19147_AGORA1_03,G3PD2,species_internal,Glycerophospholipid metabolism,False,1.3537336765749142,1.3537336765749142
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__GLYC3Pt,glycerol-3-phosphate transport in via proton symport,Alistipes_onderdonkii_DSM_19147_AGORA1_03,GLYC3Pt,species_internal,"Transport, extracellular",False,1.3537336765749137,1.3537336765749137
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__PIt6b,Transport of Orthophosphate,Alistipes_onderdonkii_DSM_19147_AGORA1_03,PIt6b,species_internal,"Transport, extracellular",False,-1.3537336765749102,1.3537336765749102
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__PPS,phosphoenolpyruvate synthase,Alistipes_onderdonkii_DSM_19147_AGORA1_03,PPS,species_internal,Glycolysis/gluconeogenesis,False,1.308955181624609,1.308955181624609
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__G6PDA,Glucosamine-6-Phosphate Deaminase,Alistipes_onderdonkii_DSM_19147_AGORA1_03,G6PDA,species_internal,Aminosugar metabolism,False,0.9999999999999999,0.9999999999999999
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__GAMpts,D-glucosamine transport via PEP:Pyr PTS,Alistipes_onderdonkii_DSM_19147_AGORA1_03,GAMpts,species_internal,"Transport, extracellular",False,0.9999999999999999,0.9999999999999999
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__AGPR,N-acetyl-g-glutamyl-phosphate reductase,Alistipes_onderdonkii_DSM_19147_AGORA1_03,AGPR,species_internal,Urea cycle,False,-0.33364498914993646,0.33364498914993646
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__ARGt2r,L-arganine reversible transport via proton symport,Alistipes_onderdonkii_DSM_19147_AGORA1_03,ARGt2r,species_internal,"Transport, extracellular",False,-0.33364498914993646,0.33364498914993646
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__CITRH,L Citrulline N5 carbamoyldihydrolase,Alistipes_onderdonkii_DSM_19147_AGORA1_03,CITRH,species_internal,Urea cycle,False,-0.33364498914993646,0.33364498914993646
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__ACGK,acetylglutamate kinase,Alistipes_onderdonkii_DSM_19147_AGORA1_03,ACGK,species_internal,Arginine and proline metabolism,False,0.3336449891499364,0.3336449891499364
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__ACOTA,acetylornithine transaminase,Alistipes_onderdonkii_DSM_19147_AGORA1_03,ACOTA,species_internal,Arginine and proline metabolism,False,-0.3336449891499364,0.3336449891499364
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__ARGSSr,"argininosuccinate synthase, reversible",Alistipes_onderdonkii_DSM_19147_AGORA1_03,ARGSSr,species_internal,Alanine and aspartate metabolism,False,0.3336449891499364,0.3336449891499364
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__FUM,Fumarase,Alistipes_onderdonkii_DSM_19147_AGORA1_03,FUM,species_internal,Citric acid cycle,False,0.3336449891499364,0.3336449891499364
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__ME2,Malic Enzyme (NADP),Alistipes_onderdonkii_DSM_19147_AGORA1_03,ME2,species_internal,Pyruvate metabolism,False,0.3336449891499364,0.3336449891499364
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__ORNTAC,ornithine transacetylase,Alistipes_onderdonkii_DSM_19147_AGORA1_03,ORNTAC,species_internal,Arginine and proline metabolism,False,0.3336449891499364,0.3336449891499364
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__ARGSL,Argininosuccinate Lyase,Alistipes_onderdonkii_DSM_19147_AGORA1_03,ARGSL,species_internal,Alanine and aspartate metabolism,False,0.33364498914993634,0.33364498914993634
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__PPA,Inorganic Diphosphatase,Alistipes_onderdonkii_DSM_19147_AGORA1_03,PPA,species_internal,Oxidative phosphorylation,False,0.3336449891499357,0.3336449891499357
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__FRUpts,D-fructose transport via PEP:Pyr PTS,Alistipes_onderdonkii_DSM_19147_AGORA1_03,FRUpts,species_internal,"Transport, extracellular",False,0.28947367999999996,0.28947367999999996
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03__FRUK,fructose-1-phosphate kinase,Alistipes_onderdonkii_DSM_19147_AGORA1_03,FRUK,species_internal,Glycolysis/gluconeogenesis,False,0.2894736799999999,0.2894736799999999
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__ENO,Enolase,Alistipes_shahii_WAL_8301_AGORA1_03,ENO,species_internal,Glycolysis/gluconeogenesis,False,97.28164880477122,97.28164880477122
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__GAPD,Glyceraldehyde-3-Phosphate Dehydrogenase,Alistipes_shahii_WAL_8301_AGORA1_03,GAPD,species_internal,Glycolysis/gluconeogenesis,False,97.28164880477122,97.28164880477122
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__PGK,Phosphoglycerate Kinase,Alistipes_shahii_WAL_8301_AGORA1_03,PGK,species_internal,Glycolysis/gluconeogenesis,False,-97.28164880477122,97.28164880477122
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__PGM,Phosphoglycerate Mutase,Alistipes_shahii_WAL_8301_AGORA1_03,PGM,species_internal,Glycolysis/gluconeogenesis,False,-97.28164880477122,97.28164880477122
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__PYK,Pyruvate Kinase,Alistipes_shahii_WAL_8301_AGORA1_03,PYK,species_internal,Glycolysis/gluconeogenesis,False,93.97310684861323,93.97310684861323
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__PPM,Phosphopentomutase,Alistipes_shahii_WAL_8301_AGORA1_03,PPM,species_internal,Pentose phosphate pathway,False,73.5543106281432,73.5543106281432
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__LDH_D,D-Lactate Dehydrogenase,Alistipes_shahii_WAL_8301_AGORA1_03,LDH_D,species_internal,Pyruvate metabolism,False,-63.760644986501646,63.760644986501646
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__D_LACt2,D-Lactate Transport via Proton Symport,Alistipes_shahii_WAL_8301_AGORA1_03,D_LACt2,species_internal,"Transport, extracellular",False,-63.76064498650164,63.76064498650164
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__ADNCNT3tc,Adenosine Transport Cnt3,Alistipes_shahii_WAL_8301_AGORA1_03,ADNCNT3tc,species_internal,"Transport, extracellular",False,59.73981773390636,59.73981773390636
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__ADEt2r,"adenine transport in via proton symport, reversible",Alistipes_shahii_WAL_8301_AGORA1_03,ADEt2r,species_internal,"Transport, extracellular",False,-59.3301381714595,59.3301381714595
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__PUNP1,Purine-Nucleoside Phosphorylase (Adenosine),Alistipes_shahii_WAL_8301_AGORA1_03,PUNP1,species_internal,Nucleotide interconversion,False,59.26406928381983,59.26406928381983
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__RPI,Ribose-5-Phosphate Isomerase,Alistipes_shahii_WAL_8301_AGORA1_03,RPI,species_internal,Pentose phosphate pathway,False,48.4538152345652,48.4538152345652
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__RPE,Ribulose 5-Phosphate 3-Epimerase,Alistipes_shahii_WAL_8301_AGORA1_03,RPE,species_internal,Pentose phosphate pathway,False,48.176620711736554,48.176620711736554
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__H2Ot,H2O Transport via Diffusion,Alistipes_shahii_WAL_8301_AGORA1_03,H2Ot,species_internal,"Transport, extracellular",False,45.35357059798225,45.35357059798225
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__FBA3,"Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase",Alistipes_shahii_WAL_8301_AGORA1_03,FBA3,species_internal,Pentose phosphate pathway,False,36.849034317041344,36.849034317041344
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__PFK_3,ATPSedoheptulose 7-phosphate 1-phosphotransferase,Alistipes_shahii_WAL_8301_AGORA1_03,PFK_3,species_internal,Pentose phosphate pathway,False,36.849034317041344,36.849034317041344
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__EX_for(e),Formate exchange,Alistipes_shahii_WAL_8301_AGORA1_03,EX_for(e),species_exchange,Exchange/demand reaction,False,30.368125564922188,30.368125564922188
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__FORt2r,formate transport in via proton symport,Alistipes_shahii_WAL_8301_AGORA1_03,FORt2r,species_internal,"Transport, extracellular",False,-30.368125564922188,30.368125564922188
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__PFL,pyruvate formate lyase,Alistipes_shahii_WAL_8301_AGORA1_03,PFL,species_internal,Pyruvate metabolism,False,30.368125564922188,30.368125564922188
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__G3PD1,Glycerol-3-Phosphate Dehydrogenase (NAD),Alistipes_shahii_WAL_8301_AGORA1_03,G3PD1,species_internal,Glycerophospholipid metabolism,False,-30.222912358312794,30.222912358312794
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__TPI,Triose-Phosphate Isomerase,Alistipes_shahii_WAL_8301_AGORA1_03,TPI,species_internal,Glycolysis/gluconeogenesis,False,27.049477571243276,27.049477571243276
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__ACt2r,Acetate Reversible Transport via Proton Symport,Alistipes_shahii_WAL_8301_AGORA1_03,ACt2r,species_internal,"Transport, extracellular",False,-25.342914420199328,25.342914420199328
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__ACKr,acetate kinase,Alistipes_shahii_WAL_8301_AGORA1_03,ACKr,species_internal,Pyruvate metabolism,False,-25.158118071646882,25.158118071646882
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__PTAr,phosphotransacetylase,Alistipes_shahii_WAL_8301_AGORA1_03,PTAr,species_internal,Pyruvate metabolism,False,25.158118071646882,25.158118071646882
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__TKT1,Transketolase,Alistipes_shahii_WAL_8301_AGORA1_03,TKT1,species_internal,Pentose phosphate pathway,False,24.27310670442072,24.27310670442072
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__TKT2,Transketolase,Alistipes_shahii_WAL_8301_AGORA1_03,TKT2,species_internal,Pentose phosphate pathway,False,23.903514007315835,23.903514007315835
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__PIt6b,Transport of Orthophosphate,Alistipes_shahii_WAL_8301_AGORA1_03,PIt6b,species_internal,"Transport, extracellular",False,22.217902276346795,22.217902276346795
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__GLYC3Pt,glycerol-3-phosphate transport in via proton symport,Alistipes_shahii_WAL_8301_AGORA1_03,GLYC3Pt,species_internal,"Transport, extracellular",False,-19.217902276346685,19.217902276346685
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__GSNt2r,Guanosine Transport in via Proton Symport Reversible,Alistipes_shahii_WAL_8301_AGORA1_03,GSNt2r,species_internal,"Transport, extracellular",False,14.290241344323368,14.290241344323368
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__PUNP3,Purine-Nucleoside Phosphorylase (Guanosine),Alistipes_shahii_WAL_8301_AGORA1_03,PUNP3,species_internal,Purine catabolism,False,14.290241344323368,14.290241344323368
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__GUAt,Transport of Guanine,Alistipes_shahii_WAL_8301_AGORA1_03,GUAt,species_internal,"Transport, extracellular",False,-13.723927093493781,13.723927093493781
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__TALA,Transaldolase,Alistipes_shahii_WAL_8301_AGORA1_03,TALA,species_internal,Pentose phosphate pathway,False,-12.945520309725506,12.945520309725506
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__G3PD2,glycerol-3-phosphate dehydrogenase (NADP),Alistipes_shahii_WAL_8301_AGORA1_03,G3PD2,species_internal,Glycerophospholipid metabolism,False,10.296945483410376,10.296945483410376
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__FBA,Fructose-Bisphosphate Aldolase,Alistipes_shahii_WAL_8301_AGORA1_03,FBA,species_internal,Glycolysis/gluconeogenesis,False,10.126410129104347,10.126410129104347
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__PFK(ppi),"Pyrophosphate--fructose 6-phosphate 1-phosphotransferase, beta subunit (EC 2.7.1.90)",Alistipes_shahii_WAL_8301_AGORA1_03,PFK(ppi),species_internal,Glycolysis/gluconeogenesis,False,10.126410129104347,10.126410129104347
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__ATPS4r,ATP synthase (four protons for one ATP),Alistipes_shahii_WAL_8301_AGORA1_03,ATPS4r,species_internal,Respiration,False,-6.632614377263686,6.632614377263686
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__CYTDt2r,"Cytidine Transport in via Proton Symport, Reversible",Alistipes_shahii_WAL_8301_AGORA1_03,CYTDt2r,species_internal,"Transport, extracellular",False,5.878773645439597,5.878773645439597
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__ADK1,Adenylate Kinase,Alistipes_shahii_WAL_8301_AGORA1_03,ADK1,species_internal,Nucleotide interconversion,False,5.7001881003534125,5.7001881003534125
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__CO2t,CO2 Transporter via Diffusion,Alistipes_shahii_WAL_8301_AGORA1_03,CO2t,species_internal,"Transport, extracellular",False,-5.65646623595645,5.65646623595645
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__CYTD,Cytidine Deaminase,Alistipes_shahii_WAL_8301_AGORA1_03,CYTD,species_internal,Pyrimidine catabolism,False,5.568068113900387,5.568068113900387
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__URIt2r,Uridine Transport in via Proton Symport Reversible,Alistipes_shahii_WAL_8301_AGORA1_03,URIt2r,species_internal,"Transport, extracellular",False,-5.232507322014512,5.232507322014512
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__EX_biomass(e),EX Biomass c0,Alistipes_shahii_WAL_8301_AGORA1_03,EX_biomass(e),species_exchange,Exchange/demand reaction,True,3.6943014783983,3.6943014783983
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__dreplication,DNA replication c0,Alistipes_shahii_WAL_8301_AGORA1_03,dreplication,species_internal,Exchange/demand reaction,False,3.6943014783983,3.6943014783983
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__pbiosynthesis,Protein biosynthesis c0,Alistipes_shahii_WAL_8301_AGORA1_03,pbiosynthesis,species_internal,Exchange/demand reaction,False,3.6943014783983,3.6943014783983
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__rtranscription,RNA transcription c0,Alistipes_shahii_WAL_8301_AGORA1_03,rtranscription,species_internal,Exchange/demand reaction,False,3.6943014783983,3.6943014783983
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__biomass399,biomass399,Alistipes_shahii_WAL_8301_AGORA1_03,biomass399,species_internal,Unassigned,True,3.6943014783983,3.6943014783983
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__MALCOAPYRCT,Malonyl CoA pyruvate carboxytransferase,Alistipes_shahii_WAL_8301_AGORA1_03,MALCOAPYRCT,species_internal,Propanoate metabolism,False,-3.6839463513543516,3.6839463513543516
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__MCOATA,Malonyl Coenzyme A-Acp Transacylase,Alistipes_shahii_WAL_8301_AGORA1_03,MCOATA,species_internal,Fatty acid oxidation,False,3.683946351354351,3.683946351354351
