species,pathway,high_fiber_sum_abs_flux,western_sum_abs_flux,delta_high_fiber_minus_western,log2_fc_high_fiber_vs_western
Escherichia_coli_UTI89_UPEC_AGORA1_03,Glycerophospholipid metabolism,10.35331927068646,1.4277135060366786,8.925605764649783,2.8583149552887384
Bilophila_wadsworthia_3_1_6_AGORA1_03,Glycerophospholipid metabolism,8.589796689085317,0.0,8.589796689085317,32.99997683893826
Alistipes_onderdonkii_DSM_19147_AGORA1_03,Respiration,9.46079255403645,1.1396735374062326,8.321119016630217,3.0533404260135444
Escherichia_coli_UTI89_UPEC_AGORA1_03,Tryptophan metabolism,11.550541050331654,4.001461481183584,7.549079569148071,1.5293615049421414
Bacteroides_xylanisolvens_XB1A_AGORA1_03,Folate metabolism,27.419568586802438,20.489321615300717,6.93024697150172,0.42033365355958274
Bacteroides_xylanisolvens_XB1A_AGORA1_03,Purine catabolism,6.858372512859244,0.0,6.858372512859244,32.67521912065438
Alistipes_shahii_WAL_8301_AGORA1_03,Respiration,7.275229867660341,0.7081844938220274,6.567045373838313,3.360795669790419
Escherichia_coli_UTI89_UPEC_AGORA1_03,Pentose phosphate pathway,16.756348219484586,10.337346074195702,6.419002145288884,0.696841923273664
Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Citric acid cycle,15.17731188466081,8.996423716381747,6.180888168279063,0.7544927754050992
Bacteroides_dorei_DSM_17855_AGORA1_03,Urea cycle,6.006530457141734,0.0,6.006530457141734,32.48388474405561
Bilophila_wadsworthia_3_1_6_AGORA1_03,Glutamate metabolism,5.6104454252532925,0.0,5.6104454252532925,32.38546816826716
Parabacteroides_merdae_ATCC_43184_AGORA1_03,Aminosugar metabolism,14.033885769819491,9.0,5.033885769819491,0.6409176180026335
Bacteroides_dorei_DSM_17855_AGORA1_03,Glutamate metabolism,7.361473883374273,2.3940156429880064,4.967458240386267,1.6205620659590376
Bacteroides_xylanisolvens_XB1A_AGORA1_03,Respiration,246.43959482063516,241.9643947305237,4.475200090111457,0.026439299487390367
Bacteroides_dorei_DSM_17855_AGORA1_03,Miscellaneous,4.443547546397446,0.0,4.443547546397446,32.04906477954379
Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Unassigned,4.9774408097838965,0.6021155946841907,4.375325215099705,3.047291769292934
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Respiration,7.161711787019516,2.8308155374495976,4.330896249569918,1.3390867173643486
Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,4.125583840117258,0.0,4.125583840117258,31.941951153970514
Alistipes_onderdonkii_DSM_19147_AGORA1_03,Citric acid cycle,5.5552186951058715,1.6089508763382114,3.94626781876766,1.7877234282914434
Ruminococcus_torques_ATCC_27756_AGORA1_03,Glycolysis/gluconeogenesis,5.393635310651504,1.8186254228784864,3.575009887773018,1.5684095510888996
Alistipes_onderdonkii_DSM_19147_AGORA1_03,Glutamate metabolism,4.554283727656062,1.0726339175588078,3.4816498100972546,2.086066393421696
Bacteroides_xylanisolvens_XB1A_AGORA1_03,Methionine and cysteine metabolism,3.1928674908433967,0.0,3.1928674908433967,31.57220553441471
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,NAD metabolism,3.0000000000000413,0.0,3.0000000000000413,31.482315355188334
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Arginine and proline metabolism,3.0105251177583154,0.08304132578801014,2.9274837919703054,5.180041850127748
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,beta-Alanine metabolism,2.0432351394584423,0.0,2.0432351394584423,30.928208096458043
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Butanoate metabolism,2.043235139458442,0.0,2.043235139458442,30.928208096458043
Escherichia_coli_UTI89_UPEC_AGORA1_03,Cell wall biosynthesis,2.013554307927797,0.0,2.013554307927797,30.907097238693154
Parabacteroides_merdae_ATCC_43184_AGORA1_03,Purine catabolism,2.0,0.0,2.0,30.89735285470761
Parabacteroides_merdae_ATCC_43184_AGORA1_03,Fructose and mannose metabolism,2.85855285,0.9328060934159788,1.9257467565840214,1.6156358446938084
Bacteroides_xylanisolvens_XB1A_AGORA1_03,Purine synthesis,1.8579275517722749,0.0,1.8579275517722749,30.79104710097382
Ruminococcus_torques_ATCC_27756_AGORA1_03,Glycerophospholipid metabolism,1.79965486,0.0,1.79965486,30.74507310605934
Ruminococcus_torques_ATCC_27756_AGORA1_03,"Transport, extracellular",5.366666808233993,3.6304073028951693,1.7362595053388237,0.56389490419602
Escherichia_coli_UTI89_UPEC_AGORA1_03,Citric acid cycle,19.38603640110157,17.88853388182597,1.4975025192755993,0.1159827143260774
Alistipes_onderdonkii_DSM_19147_AGORA1_03,Pyrimidine synthesis,1.353733676574915,0.0,1.353733676574915,30.334296796862382
Alistipes_onderdonkii_DSM_19147_AGORA1_03,Sulfur metabolism,1.3537336765749148,0.0,1.3537336765749148,30.334296796862382
Alistipes_onderdonkii_DSM_19147_AGORA1_03,Glycerophospholipid metabolism,1.3537336765749142,0.0,1.3537336765749142,30.334296796862382
Alistipes_shahii_WAL_8301_AGORA1_03,Methionine and cysteine metabolism,3.8671323469077836,2.523794390672965,1.3433379562348184,0.6156697580346694
Bilophila_wadsworthia_3_1_6_AGORA1_03,Respiration,1.3155470807106342,0.0,1.3155470807106342,30.29301573558392
Bacteroides_dorei_DSM_17855_AGORA1_03,Nucleotide interconversion,3.391864766877874,2.2373597627333672,1.1545050041445069,0.6002813934293038
Bacteroides_xylanisolvens_XB1A_AGORA1_03,Pentose and glucuronate interconversions,1.1538383999999997,0.0,1.1538383999999997,30.103794037760782
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Glutamate metabolism,11.298599775816932,10.154835241989128,1.1437645338278042,0.15397715925640806
Escherichia_coli_UTI89_UPEC_AGORA1_03,Purine catabolism,3.11880668615336,2.000000000000001,1.1188066861533592,0.6409941322637953
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Aminosugar metabolism,1.1056235860148624,0.0,1.1056235860148624,30.04221315314127
Parabacteroides_merdae_ATCC_43184_AGORA1_03,Galactose metabolism,1.8241769599998585,0.7208248200002306,1.103352139999628,1.3395250951163307
Escherichia_coli_UTI89_UPEC_AGORA1_03,Oxidative phosphorylation,1.006777153963899,0.0,1.006777153963899,29.907097239409648
Alistipes_onderdonkii_DSM_19147_AGORA1_03,Arginine and proline metabolism,1.0009349674498091,0.0,1.0009349674498091,29.89870109814748
Alistipes_onderdonkii_DSM_19147_AGORA1_03,Aminosugar metabolism,0.9999999999999999,0.0,0.9999999999999999,29.897352855428956
Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Tyrosine metabolism,0.9473529754523204,0.0,0.9473529754523204,29.819326822064532
Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Phenylalanine metabolism,0.9473529754523204,0.0,0.9473529754523204,29.819326822064532
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Pyruvate metabolism,51.22517136801048,50.36519476079627,0.8599766072142074,0.024425812609131726
Bacteroides_xylanisolvens_XB1A_AGORA1_03,"Valine, leucine, and isoleucine metabolism",0.8319098984503495,0.0,0.8319098984503495,29.631852043889417
Alistipes_shahii_WAL_8301_AGORA1_03,Squalene and cholesterol synthesis,0.9239817427621987,0.09239817427620164,0.831583568485997,3.321928080835145
Parabacteroides_merdae_ATCC_43184_AGORA1_03,Respiration,249.43069057185178,248.62030361222224,0.8103869596295397,0.0046948697754982515
Alistipes_onderdonkii_DSM_19147_AGORA1_03,Urea cycle,0.6672899782998729,0.0,0.6672899782998729,29.313738598147
Ruminococcus_torques_ATCC_27756_AGORA1_03,Glutamate metabolism,0.5837897600627932,0.0,0.5837897600627932,29.120873667106824
Ruminococcus_torques_ATCC_27756_AGORA1_03,Alanine and aspartate metabolism,0.5837897600627925,0.0,0.5837897600627925,29.120873667106824
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Urea cycle,0.5633545737667291,0.0,0.5633545737667291,29.069467997996608
Bacteroides_xylanisolvens_XB1A_AGORA1_03,Biotin metabolism,0.520051205657319,0.0,0.520051205657319,28.954078443801453
Bacteroides_dorei_DSM_17855_AGORA1_03,Aminosugar metabolism,0.5040386533333328,0.0,0.5040386533333328,28.908959136230067
Escherichia_coli_UTI89_UPEC_AGORA1_03,Glycolysis/gluconeogenesis,68.70430440795201,68.25062906441151,0.4536753435404961,0.009558145088494266
Ruminococcus_torques_ATCC_27756_AGORA1_03,Citric acid cycle,0.5837897600627926,0.15240756143094297,0.4313821986318496,1.937514417178455
Bilophila_wadsworthia_3_1_6_AGORA1_03,Nitrogen metabolism,0.41750761926198443,0.0,0.41750761926198443,28.637227288694802
Ruminococcus_torques_ATCC_27756_AGORA1_03,Arginine and proline metabolism,0.3856403271429089,0.0,0.3856403271429089,28.522680687662472
Parabacteroides_merdae_ATCC_43184_AGORA1_03,Pentose and glucuronate interconversions,0.4223698599999999,0.05340299999999998,0.3689668599999999,2.983514170089531
Parabacteroides_merdae_ATCC_43184_AGORA1_03,Plant polysaccharide degradation,0.41495923999999995,0.07487260447199291,0.34008663552800705,2.470459771592261
Alistipes_onderdonkii_DSM_19147_AGORA1_03,Pyruvate metabolism,0.3336449891499364,0.0,0.3336449891499364,28.31373860030902
Parabacteroides_merdae_ATCC_43184_AGORA1_03,Lysine metabolism,0.32381206566098797,0.0,0.32381206566098797,28.270581506899983
Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Fructose and mannose metabolism,0.32291677,0.01363551,0.30928126,4.565721698331471
Escherichia_coli_UTI89_UPEC_AGORA1_03,Glutamate metabolism,3.331279357435615,3.031434729772042,0.29984462766357334,0.1360755819546094
Ruminococcus_torques_ATCC_27756_AGORA1_03,"Glycine, serine, alanine, and threonine metabolism",0.29472059254300176,0.0,0.29472059254300176,28.1347726311127
Alistipes_onderdonkii_DSM_19147_AGORA1_03,Oxidative phosphorylation,0.3336449891499357,0.05810100386776805,0.2755439852821676,2.521678820570791
Ruminococcus_torques_ATCC_27756_AGORA1_03,Aminosugar metabolism,0.2570935514286058,0.0,0.2570935514286058,27.937718188811836
Bacteroides_dorei_DSM_17855_AGORA1_03,Cell wall biosynthesis,0.2520193266666664,0.0,0.2520193266666664,27.90895913909234
Parabacteroides_merdae_ATCC_43184_AGORA1_03,Starch and sucrose metabolism,0.24401914000000002,0.0,0.24401914000000002,27.86241907714401
Bacteroides_xylanisolvens_XB1A_AGORA1_03,Fatty acid synthesis,3.1203072339439033,2.9142802539432573,0.206026980000646,0.09854846580664059
Escherichia_coli_UTI89_UPEC_AGORA1_03,Pentose and glucuronate interconversions,0.18406883999999957,0.0,0.18406883999999957,27.455670188397473
Bacteroides_dorei_DSM_17855_AGORA1_03,Fructose and mannose metabolism,0.1973684,0.016569115528007116,0.1807992844719929,3.5743224458346283
Ruminococcus_torques_ATCC_27756_AGORA1_03,Urea cycle,0.12854677571430298,0.0,0.12854677571430298,26.937718194423393
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Plant polysaccharide degradation,0.0625,0.0028211699999999996,0.05967883,4.469490192911697
Bacteroides_xylanisolvens_XB1A_AGORA1_03,Glycerophospholipid metabolism,0.5200512056573173,0.4857133756572095,0.034337830000107816,0.09854846564320803
Ruminococcus_torques_ATCC_27756_AGORA1_03,Pyruvate metabolism,0.7872684623312881,0.7563348547698088,0.030933607561479337,0.057830580212597654
Alistipes_shahii_WAL_8301_AGORA1_03,Ubiquinone and other terpenoid-quinone biosynthesis,0.6426154903966549,0.6280887465362767,0.014526743860378222,0.03298733686988962
Parabacteroides_merdae_ATCC_43184_AGORA1_03,Glycerophospholipid metabolism,3.9862988773723966,3.9826003043910543,0.003698572981342352,0.001339184536946437
Bacteroides_xylanisolvens_XB1A_AGORA1_03,Plant polysaccharide degradation,0.00071023,3.206e-05,0.00067817,4.469397002407235
Alistipes_shahii_WAL_8301_AGORA1_03,"Valine, leucine, and isoleucine metabolism",17.973260645901398,17.973260645897852,3.5456082514429e-12,2.8446427353873665e-13
Alistipes_shahii_WAL_8301_AGORA1_03,Fatty acid synthesis,17.17563879090634,17.175638790902962,3.3786307085392764e-12,2.838235882379738e-13
Alistipes_shahii_WAL_8301_AGORA1_03,Exchange/demand reaction,11.0829044351949,11.08290443519271,2.190247982980509e-12,2.851049588394995e-13
Alistipes_shahii_WAL_8301_AGORA1_03,Terpenoid backbone biosynthesis,7.11465941926893,7.114659419267524,1.4059864383852982e-12,2.851049588394995e-13
Alistipes_shahii_WAL_8301_AGORA1_03,Lipopolysaccharide biosynthesis,4.897103236639653,4.897103236638686,9.672262990534364e-13,2.851049588394995e-13
Alistipes_shahii_WAL_8301_AGORA1_03,Arginine and proline metabolism,4.811604170374342,4.811604170373381,9.610090501155355e-13,2.8798804269293234e-13
Alistipes_shahii_WAL_8301_AGORA1_03,Unassigned,3.6943014783983,3.6943014783975703,7.296385717836529e-13,2.8478461618911806e-13
Alistipes_shahii_WAL_8301_AGORA1_03,Propanoate metabolism,3.6839463513543516,3.6839463513536264,7.251976796851523e-13,2.841439308883552e-13
Alistipes_shahii_WAL_8301_AGORA1_03,Fatty acid oxidation,3.683946351354351,3.683946351353626,7.251976796851523e-13,2.841439308883552e-13
Alistipes_shahii_WAL_8301_AGORA1_03,Histidine metabolism,2.9282511238376276,2.9282511238370494,5.782041512247815e-13,2.8478461618911806e-13
Alistipes_shahii_WAL_8301_AGORA1_03,Urea cycle,2.5266916360401686,2.526691636039666,5.027089855502709e-13,2.870270147417881e-13
Alistipes_shahii_WAL_8301_AGORA1_03,Cell wall biosynthesis,1.7555653112481775,1.7555653112478307,3.468336728928989e-13,2.851049588394995e-13
Alistipes_shahii_WAL_8301_AGORA1_03,Aminosugar metabolism,1.0163799170384187,1.0163799170382177,2.0095036745715333e-13,2.851049588394995e-13
Alistipes_shahii_WAL_8301_AGORA1_03,Folate metabolism,0.6886048655182687,0.6886048655181327,1.3600232051658168e-13,2.8478461618911806e-13
Alistipes_shahii_WAL_8301_AGORA1_03,NAD metabolism,0.10295464075080564,0.10295464075072427,8.136546991721616e-14,1.1400994927072787e-12
Alistipes_shahii_WAL_8301_AGORA1_03,Galactose metabolism,0.3695926971048795,0.3695926971048066,7.294165271787278e-14,2.8478461618911806e-13
Alistipes_shahii_WAL_8301_AGORA1_03,Pentose and glucuronate interconversions,0.2771945228286596,0.2771945228286048,5.4789506265251475e-14,2.851049588394995e-13
Alistipes_shahii_WAL_8301_AGORA1_03,CoA synthesis,0.19446987697362544,0.19446987697358548,3.9968028886505635e-14,2.966372942532309e-13
Alistipes_shahii_WAL_8301_AGORA1_03,Cholesterol metabolism,0.1847963485524398,0.1847963485524033,3.649858193455202e-14,2.8478461618911806e-13
Alistipes_shahii_WAL_8301_AGORA1_03,Nucleotide sugar metabolism,0.18479634855243976,0.1847963485524033,3.647082635893639e-14,2.8478461618911806e-13
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Pyrimidine catabolism,2.0,1.999999999999987,1.3100631690576847e-14,9.610279511444721e-15
Alistipes_shahii_WAL_8301_AGORA1_03,Vitamin B12 metabolism,0.05719702263930167,0.05719702263929038,1.128958038165706e-14,2.8478461618911806e-13
Alistipes_shahii_WAL_8301_AGORA1_03,beta-Alanine metabolism,0.022878809055720636,0.022878809055715925,4.711508960753008e-15,2.969576369036123e-13
Alistipes_shahii_WAL_8301_AGORA1_03,Thiamine metabolism,0.022878809055720668,0.022878809055716147,4.520689378395559e-15,2.851049588394995e-13
Alistipes_shahii_WAL_8301_AGORA1_03,Vitamin B2 metabolism,0.022878809055720668,0.02287880905571615,4.517219931443606e-15,2.8478461618911806e-13
Alistipes_shahii_WAL_8301_AGORA1_03,Glutathione metabolism,1.0057197022639301,1.005719702263929,1.1102230246251565e-15,1.601713251907458e-15
Alistipes_shahii_WAL_8301_AGORA1_03,Phenylalanine metabolism,1.9999999999999998,1.9999999999999998,0.0,0.0
Escherichia_coli_UTI89_UPEC_AGORA1_03,Others,1.0000000000000002,1.0000000000000002,0.0,0.0
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Nitrogen metabolism,0.9999999999999999,1.0000000000000004,-5.551115123125783e-16,-9.610279511444756e-16
Alistipes_shahii_WAL_8301_AGORA1_03,Tyrosine metabolism,1.554171697586893,1.5541716975869813,-8.815170815523743e-14,-8.184754717247347e-14
Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Cholesterol metabolism,0.0017126403284503603,0.0021749619511182328,-0.00046232162266787247,-0.34476778066471025
Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Vitamin B6 metabolism,0.0037644234582241637,0.004780617187114069,-0.0010161937288899053,-0.34476787826105953
Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Thiamine metabolism,0.0037644234582241633,0.004780617187114069,-0.0010161937288899058,-0.34476787826105976
Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Ubiquinone and other terpenoid-quinone biosynthesis,0.0037644234582241633,0.004780617187114069,-0.0010161937288899058,-0.34476787826105976
Ruminococcus_torques_ATCC_27756_AGORA1_03,Starch and sucrose metabolism,0.0,0.0011405904769808237,-0.0011405904769808237,-20.121350726710066
Faecalibacterium_prausnitzii_M21_2__AGORA1_03,beta-Alanine metabolism,0.007528846916448063,0.009561234374224618,-0.0020323874577765555,-0.3447679189928343
Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Vitamin B2 metabolism,0.007528846916448327,0.009561234374228138,-0.0020323874577798115,-0.344767918993315
Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Methionine and cysteine metabolism,0.011293270374672492,0.014341851561342208,-0.003048581186669716,-0.34476793257073557
Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Vitamin B12 metabolism,0.018822117291120814,0.02390308593557034,-0.005080968644449527,-0.344767943432673
Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Nucleotide salvage pathway,0.020104392848480326,0.025531507561393746,-0.0054271147129134195,-0.3447679444718487
Faecalibacterium_prausnitzii_M21_2__AGORA1_03,NAD metabolism,0.03387981112400004,0.04302555468402485,-0.009145743560024809,-0.34476795067464766
Parabacteroides_merdae_ATCC_43184_AGORA1_03,NAD metabolism,1.984796172013924,1.995219382812886,-0.010423210798961913,-0.007556527703898161
Parabacteroides_merdae_ATCC_43184_AGORA1_03,Vitamin B6 metabolism,0.9847961720139156,0.995219382812886,-0.010423210798970461,-0.015189429584187703
Alistipes_shahii_WAL_8301_AGORA1_03,Vitamin B6 metabolism,0.011439404527860329,0.022878809055716147,-0.011439404527855818,-0.9999999369415844
Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Sulfur metabolism,0.059389579807879005,0.07542160150573643,-0.016032021697857425,-0.3447679545619302
Bacteroides_dorei_DSM_17855_AGORA1_03,Plant polysaccharide degradation,0.0,0.016569115528007113,-0.016569115528007113,-23.981993343738743
Faecalibacterium_prausnitzii_M21_2__AGORA1_03,CoA synthesis,0.06399519878980865,0.08127049218091101,-0.017275293391102356,-0.3447679549330964
Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Terpenoid backbone biosynthesis,0.06593665264533886,0.08373603511805199,-0.01779938247271312,-0.3447679550746459
Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Urea cycle,0.0916960964294058,0.1164491560119225,-0.02475305958251671,-0.34476795638119573
Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Pyrimidine synthesis,0.11746440638205194,0.14917353646741355,-0.03170913008536161,-0.34476795711485775
Alistipes_onderdonkii_DSM_19147_AGORA1_03,Nucleotide salvage pathway,0.0,0.05810100386776711,-0.05810100386776711,-25.792059779738203
Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Plant polysaccharide degradation,0.011156310000000001,0.07499647,-0.06384015999999999,-2.7489626529312092
Bacteroides_dorei_DSM_17855_AGORA1_03,Galactose metabolism,0.0,0.07449289,-0.07449289,-26.150599417190218
Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Purine synthesis,0.0,0.09868433750636041,-0.09868433750636041,-26.556317807129894
Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Purine catabolism,0.0071640538627110745,0.10778230414203854,-0.10061825027932747,-3.9112001512878463
Parabacteroides_merdae_ATCC_43184_AGORA1_03,Glyoxylate and dicarboxylate metabolism,0.0,0.14898579,-0.14898579,-27.150599504341187
Ruminococcus_torques_ATCC_27756_AGORA1_03,Unassigned,0.0,0.152407561430943,-0.152407561430943,-27.18335924992837
Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Galactose metabolism,0.29286149616501156,0.44641138364121796,-0.1535498874762064,-0.6081552871569945
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Histidine metabolism,0.4445850732120593,0.6000000000000152,-0.15541492678795588,-0.4325029886827395
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Purine catabolism,1.857927551772274,2.0435764754242514,-0.18564892365197738,-0.1374019871190031
Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Biotin metabolism,0.7336264252373447,0.9316664653516936,-0.19804004011434895,-0.3447679593075652
Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Fatty acid oxidation,0.7661974097109312,0.9730298799365946,-0.20683247022566342,-0.3447679593253348
Bacteroides_dorei_DSM_17855_AGORA1_03,Glycolysis/gluconeogenesis,15.132822416190445,15.35412966827629,-0.221307252085845,-0.020945647988884496
Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Miscellaneous,0.8253225216667505,1.048115621363616,-0.22279309969686556,-0.34476795935400817
Parabacteroides_merdae_ATCC_43184_AGORA1_03,Arginine and proline metabolism,0.6398468422100505,0.883550843988074,-0.24370400177802354,-0.46558654269903055
