diet,species,status,exchange_id,uptake_bound,flux,uptake_flux,secretion_flux,abs_flux,metabolite_id,metabolite_formula,carbon_count,carbon_uptake_flux,in_diet_medium,at_uptake_bound,applied_exchanges,missing_exchanges
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1.03,optimal,EX_fru(e),0.03947368,-0.03947368,0.03947368,0.0,0.03947368,fru[e],C6H12O6,6,0.23684207999999998,True,True,72,92
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1.03,optimal,EX_man(e),0.03947368,-0.03947368,0.03947368,0.0,0.03947368,man[e],C6H12O6,6,0.23684207999999998,True,True,72,92
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1.03,optimal,EX_mnl(e),0.03947368,-0.03947368,0.03947368,0.0,0.03947368,mnl[e],C6H14O6,6,0.23684207999999998,True,True,72,92
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1.03,optimal,EX_phe_L(e),1.0,-0.029235406106601816,0.029235406106601816,0.0,0.029235406106601816,phe_L[e],C9H11NO2,9,0.26311865495941633,True,False,72,92
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1.03,optimal,EX_dgsn(e),1.0,-0.014129374143378965,0.014129374143378965,0.0,0.014129374143378965,dgsn[e],C10H13N5O4,10,0.14129374143378964,True,False,72,92
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1.03,optimal,EX_dad_2(e),1.0,0.010622903904098277,0.0,0.010622903904098277,0.010622903904098277,dad_2[e],C10H13N5O3,10,0.0,True,False,72,92
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1.03,optimal,EX_cit(e),1.0,-0.002343449003600635,0.002343449003600635,0.0,0.002343449003600635,cit[e],C6H5O7,6,0.014060694021603811,True,False,72,92
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1.03,optimal,EX_fol(e),1.0,-0.0017575867527004666,0.0017575867527004666,0.0,0.0017575867527004666,fol[e],C19H18N7O6,19,0.033394148301308865,True,False,72,92
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1.03,optimal,EX_fe3(e),1.0,-0.0011717245018003175,0.0011717245018003175,0.0,0.0011717245018003175,fe3[e],Fe,0,0.0,True,False,72,92
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1.03,optimal,EX_mqn7(e),1.0,-0.0011717245018003175,0.0011717245018003175,0.0,0.0011717245018003175,mqn7[e],C46H64O2,46,0.053899327082814606,True,False,72,92
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1.03,optimal,EX_ribflv(e),1.0,-0.0011717245018003175,0.0011717245018003175,0.0,0.0011717245018003175,ribflv[e],C17H20N4O6,17,0.0199193165306054,True,False,72,92
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1.03,optimal,EX_nac(e),1.0,-0.0011717245018001278,0.0011717245018001278,0.0,0.0011717245018001278,nac[e],C6H4NO2,6,0.007030347010800767,True,False,72,92
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1.03,optimal,EX_4hbz(e),1.0,-0.000585862250900159,0.000585862250900159,0.0,0.000585862250900159,4hbz[e],C7H5O3,7,0.004101035756301113,True,False,72,92
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1.03,optimal,EX_mg2(e),1.0,-0.0005858622509001589,0.0005858622509001589,0.0,0.0005858622509001589,mg2[e],Mg,0,0.0,True,False,72,92
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1.03,optimal,EX_ca2(e),1.0,-0.0005858622509001588,0.0005858622509001588,0.0,0.0005858622509001588,ca2[e],Ca,0,0.0,True,False,72,92
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1.03,optimal,EX_cl(e),1.0,-0.0005858622509001588,0.0005858622509001588,0.0,0.0005858622509001588,cl[e],Cl,0,0.0,True,False,72,92
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1.03,optimal,EX_cobalt2(e),1.0,-0.0005858622509001588,0.0005858622509001588,0.0,0.0005858622509001588,cobalt2[e],Co,0,0.0,True,False,72,92
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1.03,optimal,EX_cu2(e),1.0,-0.0005858622509001588,0.0005858622509001588,0.0,0.0005858622509001588,cu2[e],Cu,0,0.0,True,False,72,92
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1.03,optimal,EX_k(e),1.0,-0.0005858622509001588,0.0005858622509001588,0.0,0.0005858622509001588,k[e],K,0,0.0,True,False,72,92
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1.03,optimal,EX_mn2(e),1.0,-0.0005858622509001588,0.0005858622509001588,0.0,0.0005858622509001588,mn2[e],Mn,0,0.0,True,False,72,92
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1.03,optimal,EX_pheme(e),1.0,-0.0005858622509001588,0.0005858622509001588,0.0,0.0005858622509001588,pheme[e],C34H30FeN4O4,34,0.0199193165306054,True,False,72,92
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1.03,optimal,EX_pydx(e),1.0,-0.0005858622509001588,0.0005858622509001588,0.0,0.0005858622509001588,pydx[e],C8H9NO3,8,0.00468689800720127,True,False,72,92
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1.03,optimal,EX_sheme(e),1.0,-0.0005858622509001588,0.0005858622509001588,0.0,0.0005858622509001588,sheme[e],C42H36FeN4O16,42,0.02460621453780667,True,False,72,92
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1.03,optimal,EX_so4(e),1.0,-0.0005858622509001588,0.0005858622509001588,0.0,0.0005858622509001588,so4[e],O4S,0,0.0,True,False,72,92
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1.03,optimal,EX_spmd(e),1.0,-0.0005858622509001588,0.0005858622509001588,0.0,0.0005858622509001588,spmd[e],C7H22N3,7,0.004101035756301111,True,False,72,92
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1.03,optimal,EX_zn2(e),1.0,-0.0005858622509001588,0.0005858622509001588,0.0,0.0005858622509001588,zn2[e],Zn,0,0.0,True,False,72,92
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1.03,optimal,EX_thm(e),1.0,-0.0005858622509001573,0.0005858622509001573,0.0,0.0005858622509001573,thm[e],C12H17N4OS,12,0.007030347010801888,True,False,72,92
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1.03,optimal,EX_gthox(e),1.0,-0.0002929311254500794,0.0002929311254500794,0.0,0.0002929311254500794,gthox[e],C20H30N6O12S2,20,0.005858622509001587,True,False,72,92
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_h(e),1.0,8.25078076780184,0.0,8.25078076780184,8.25078076780184,h[e],H,0,0.0,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_for(e),1.0,3.103055896139523,0.0,3.103055896139523,3.103055896139523,for[e],CH1O2,1,0.0,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_ac(e),1.0,2.7580453355387204,0.0,2.7580453355387204,2.7580453355387204,ac[e],C2H3O2,2,0.0,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_acald(e),,1.9959078143579496,0.0,1.9959078143579496,1.9959078143579496,acald[e],C2H4O,2,0.0,False,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_ade(e),1.0,1.9491570417528221,0.0,1.9491570417528221,1.9491570417528221,ade[e],C5H5N5,5,0.0,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_lac_D(e),,1.8055209982519975,0.0,1.8055209982519975,1.8055209982519975,lac_D[e],C3H5O3,3,0.0,False,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_h2o(e),10.0,-1.4043392766277223,1.4043392766277223,0.0,1.4043392766277223,h2o[e],H2O,0,0.0,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_succ(e),,1.0766625770389935,0.0,1.0766625770389935,1.0766625770389935,succ[e],C4H4O4,4,0.0,False,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_adn(e),1.0,-1.0,1.0,0.0,1.0,adn[e],C10H13N5O4,10,10.0,True,True,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_dad_2(e),1.0,-1.0,1.0,0.0,1.0,dad_2[e],C10H13N5O3,10,10.0,True,True,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_dgsn(e),1.0,-1.0,1.0,0.0,1.0,dgsn[e],C10H13N5O4,10,10.0,True,True,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_glyc3p(e),1.0,-1.0,1.0,0.0,1.0,glyc3p[e],C3H7O6P,3,3.0,True,True,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_ser_L(e),1.0,-1.0,1.0,0.0,1.0,ser_L[e],C3H7NO3,3,3.0,True,True,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_gua(e),1.0,0.983060584708062,0.0,0.983060584708062,0.983060584708062,gua[e],C5H5N5O,5,0.0,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_pi(e),1.0,0.8141855059962596,0.0,0.8141855059962596,0.8141855059962596,pi[e],HO4P,0,0.0,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_uri(e),1.0,-0.6500712721025836,0.6500712721025836,0.0,0.6500712721025836,uri[e],C9H12N2O6,9,5.850641448923253,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_dcyt(e),1.0,0.6027116141254268,0.0,0.6027116141254268,0.6027116141254268,dcyt[e],C9H13N3O4,9,0.0,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_chor(e),1.0,-0.5478291196202582,0.5478291196202582,0.0,0.5478291196202582,chor[e],C10H8O6,10,5.478291196202582,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_phe_L(e),1.0,0.4848583363115807,0.0,0.4848583363115807,0.4848583363115807,phe_L[e],C9H11NO2,9,0.0,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_asp_L(e),0.225,-0.225,0.225,0.0,0.225,asp_L[e],C4H6NO4,4,0.9,True,True,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_thr_L(e),0.225,-0.225,0.225,0.0,0.225,thr_L[e],C4H9NO3,4,0.9,True,True,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_4abut(e),,0.18000000000000002,0.0,0.18000000000000002,0.18000000000000002,4abut[e],C4H9NO2,4,0.0,False,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_glu_L(e),0.18,-0.18,0.18,0.0,0.18,glu_L[e],C5H8NO4,5,0.8999999999999999,True,True,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_val_L(e),0.18,-0.18,0.18,0.0,0.18,val_L[e],C5H11NO2,5,0.8999999999999999,True,True,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_gln_L(e),0.18,-0.1481692005613529,0.1481692005613529,0.0,0.1481692005613529,gln_L[e],C5H10N2O3,5,0.7408460028067645,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_cgly(e),1.0,-0.14087767810163526,0.14087767810163526,0.0,0.14087767810163526,cgly[e],C5H10N2O3S,5,0.7043883905081763,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_ala_L(e),1.0,-0.11508711513547376,0.11508711513547376,0.0,0.11508711513547376,ala_L[e],C3H7NO2,3,0.3452613454064213,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_raffin(e),0.10416667,-0.10416667,0.10416667,0.0,0.10416667,raffin[e],C18H32O16,18,1.87500006,True,True,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_2obut(e),1.0,0.10188342353790991,0.0,0.10188342353790991,0.10188342353790991,2obut[e],C4H5O3,4,0.0,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_trp_L(e),0.08181818,-0.08181818,0.08181818,0.0,0.08181818,trp_L[e],C11H12N2O2,11,0.89999998,True,True,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_26dap_M(e),1.0,-0.07103685555582213,0.07103685555582213,0.0,0.07103685555582213,26dap_M[e],C7H14N2O4,7,0.49725798889075495,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_indole(e),1.0,0.07101750080764464,0.0,0.07101750080764464,0.07101750080764464,indole[e],C8H7N,8,0.0,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_orn(e),1.0,-0.057157998810923226,0.057157998810923226,0.0,0.057157998810923226,orn[e],C5H13N2O2,5,0.28578999405461614,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_gal(e),0.03947368,-0.03947368,0.03947368,0.0,0.03947368,gal[e],C6H12O6,6,0.23684207999999998,True,True,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_man(e),0.03947368,-0.03947368,0.03947368,0.0,0.03947368,man[e],C6H12O6,6,0.23684207999999998,True,True,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_ttdca(e),0.03433784,-0.03433784,0.03433784,0.0,0.03433784,ttdca[e],C14H27O2,14,0.48072976,True,True,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_met_L(e),0.18,-0.029951508493329615,0.029951508493329615,0.0,0.029951508493329615,met_L[e],C5H11NO2S,5,0.14975754246664807,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_ocdca(e),0.0846413,-0.019491654089267396,0.019491654089267396,0.0,0.019491654089267396,ocdca[e],C18H35O2,18,0.35084977360681313,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_glyc(e),0.89982743,0.007309370283475275,0.0,0.007309370283475275,0.007309370283475275,glyc[e],C3H8O3,3,0.0,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_fol(e),1.0,-0.002125607164047756,0.002125607164047756,0.0,0.002125607164047756,fol[e],C19H18N7O6,19,0.040386536116907366,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_ribflv(e),1.0,-0.0014170714426985464,0.0014170714426985464,0.0,0.0014170714426985464,ribflv[e],C17H20N4O6,17,0.02409021452587529,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_nac(e),1.0,-0.0014170714426982186,0.0014170714426982186,0.0,0.0014170714426982186,nac[e],C6H4NO2,6,0.00850242865618931,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_k(e),1.0,-0.0007085357213492733,0.0007085357213492733,0.0,0.0007085357213492733,k[e],K,0,0.0,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_zn2(e),1.0,-0.0007085357213492733,0.0007085357213492733,0.0,0.0007085357213492733,zn2[e],Zn,0,0.0,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_2dmmq8(e),1.0,-0.0007085357213492732,0.0007085357213492732,0.0,0.0007085357213492732,2dmmq8[e],C50H70O2,50,0.03542678606746366,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_ca2(e),1.0,-0.0007085357213492732,0.0007085357213492732,0.0,0.0007085357213492732,ca2[e],Ca,0,0.0,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_cl(e),1.0,-0.0007085357213492732,0.0007085357213492732,0.0,0.0007085357213492732,cl[e],Cl,0,0.0,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_cobalt2(e),1.0,-0.0007085357213492732,0.0007085357213492732,0.0,0.0007085357213492732,cobalt2[e],Co,0,0.0,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_cu2(e),1.0,-0.0007085357213492732,0.0007085357213492732,0.0,0.0007085357213492732,cu2[e],Cu,0,0.0,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_fe2(e),1.0,-0.0007085357213492732,0.0007085357213492732,0.0,0.0007085357213492732,fe2[e],Fe,0,0.0,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_fe3(e),1.0,-0.0007085357213492732,0.0007085357213492732,0.0,0.0007085357213492732,fe3[e],Fe,0,0.0,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_mg2(e),1.0,-0.0007085357213492732,0.0007085357213492732,0.0,0.0007085357213492732,mg2[e],Mg,0,0.0,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_mn2(e),1.0,-0.0007085357213492732,0.0007085357213492732,0.0,0.0007085357213492732,mn2[e],Mn,0,0.0,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_pheme(e),1.0,-0.0007085357213492732,0.0007085357213492732,0.0,0.0007085357213492732,pheme[e],C34H30FeN4O4,34,0.02409021452587529,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_pydx(e),1.0,-0.0007085357213492732,0.0007085357213492732,0.0,0.0007085357213492732,pydx[e],C8H9NO3,8,0.005668285770794186,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_q8(e),1.0,-0.0007085357213492732,0.0007085357213492732,0.0,0.0007085357213492732,q8[e],C49H74O4,49,0.034718250346114386,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_sheme(e),1.0,-0.0007085357213492732,0.0007085357213492732,0.0,0.0007085357213492732,sheme[e],C42H36FeN4O16,42,0.029758500296669474,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_so4(e),1.0,-0.0007085357213492732,0.0007085357213492732,0.0,0.0007085357213492732,so4[e],O4S,0,0.0,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_spmd(e),1.0,-0.0007085357213492732,0.0007085357213492732,0.0,0.0007085357213492732,spmd[e],C7H22N3,7,0.004959750049444912,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_mqn8(e),1.0,-0.0007085357213492731,0.0007085357213492731,0.0,0.0007085357213492731,mqn8[e],C51H72O2,51,0.03613532178881293,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_thm(e),1.0,-0.0007085357213492605,0.0007085357213492605,0.0,0.0007085357213492605,thm[e],C12H17N4OS,12,0.008502428656191127,True,False,74,90
high_fiber,Alistipes_shahii_WAL_8301_AGORA1.03,optimal,EX_gthox(e),1.0,-0.0003542678606746366,0.0003542678606746366,0.0,0.0003542678606746366,gthox[e],C20H30N6O12S2,20,0.007085357213492733,True,False,74,90
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1.03,optimal,EX_h2o(e),10.0,6.90928373039759,0.0,6.90928373039759,6.90928373039759,h2o[e],H2O,0,0.0,True,False,66,98
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1.03,optimal,EX_ac(e),1.0,3.180995729462659,0.0,3.180995729462659,3.180995729462659,ac[e],C2H3O2,2,0.0,True,False,66,98
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1.03,optimal,EX_h(e),1.0,2.821152537600568,0.0,2.821152537600568,2.821152537600568,h[e],H,0,0.0,True,False,66,98
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1.03,optimal,EX_co2(e),,1.0666946031156712,0.0,1.0666946031156712,1.0666946031156712,co2[e],CO2,1,0.0,False,False,66,98
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1.03,optimal,EX_acgam(e),1.0,-1.0,1.0,0.0,1.0,acgam[e],C8H15NO6,8,8.0,True,True,66,98
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1.03,optimal,EX_acnam(e),1.0,-1.0,1.0,0.0,1.0,acnam[e],C11H18NO9,11,11.0,True,True,66,98
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1.03,optimal,EX_dcyt(e),1.0,-1.0,1.0,0.0,1.0,dcyt[e],C9H13N3O4,9,9.0,True,True,66,98
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1.03,optimal,EX_ser_L(e),1.0,-1.0,1.0,0.0,1.0,ser_L[e],C3H7NO3,3,3.0,True,True,66,98
