scenario,diet,species,biomass_reaction,biomass_flux,weight
allcohort_agebin_81_90,high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,Bacteroides_dorei_DSM_17855_AGORA1_03__biomass536,0.0,0.1278578900126138
allcohort_agebin_81_90,high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Bacteroides_xylanisolvens_XB1A_AGORA1_03__biomass525,0.0,0.033711852962606
allcohort_agebin_81_90,high_fiber,Bilophila_wadsworthia_3_1_6_AGORA1_03,Bilophila_wadsworthia_3_1_6_AGORA1_03__biomass525,0.0,0.0
allcohort_agebin_81_90,high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03__biomass525,0.0,0.0325783866602937
allcohort_agebin_81_90,high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Parabacteroides_merdae_ATCC_43184_AGORA1_03__biomass536,0.0,0.130397138825012
allcohort_agebin_81_90,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia_coli_UTI89_UPEC_AGORA1_03__biomass525,2.562615808879505,0.2455624290319014
allcohort_agebin_81_90,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Faecalibacterium_prausnitzii_M21_2__AGORA1_03__biomass224,0.8050644997549837,0.235244202303197
allcohort_agebin_81_90,western,Alistipes_shahii_WAL_8301_AGORA1_03,Alistipes_shahii_WAL_8301_AGORA1_03__biomass399,0.0,0.0430589638240466
allcohort_agebin_81_90,western,Bacteroides_dorei_DSM_17855_AGORA1_03,Bacteroides_dorei_DSM_17855_AGORA1_03__biomass536,0.0,0.1278578900126138
allcohort_agebin_81_90,western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Bacteroides_xylanisolvens_XB1A_AGORA1_03__biomass525,0.0,0.033711852962606
allcohort_agebin_81_90,western,Bilophila_wadsworthia_3_1_6_AGORA1_03,Bilophila_wadsworthia_3_1_6_AGORA1_03__biomass525,0.0,0.0
allcohort_agebin_81_90,western,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03__biomass525,0.0,0.0325783866602937
allcohort_agebin_81_90,western,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Parabacteroides_merdae_ATCC_43184_AGORA1_03__biomass536,0.0,0.130397138825012
allcohort_agebin_81_90,western,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Alistipes_onderdonkii_DSM_19147_AGORA1_03__biomass419,-4.74575256102024e-30,0.0935167846458735
allcohort_agebin_81_90,western,Ruminococcus_torques_ATCC_27756_AGORA1_03,Ruminococcus_torques_ATCC_27756_AGORA1_03__biomass525,-3.2183226017157675e-15,0.0580723517344556
allcohort_equal_abundance,high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Alistipes_shahii_WAL_8301_AGORA1_03__biomass399,3.6943014783985673,0.1
allcohort_equal_abundance,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Faecalibacterium_prausnitzii_M21_2__AGORA1_03__biomass224,0.47412666199269876,0.1
allcohort_equal_abundance,high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Alistipes_onderdonkii_DSM_19147_AGORA1_03__biomass419,1.0654745393576098e-15,0.1
allcohort_equal_abundance,high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,Ruminococcus_torques_ATCC_27756_AGORA1_03__biomass525,9.384925698723244e-16,0.1
allcohort_equal_abundance,high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,Bacteroides_dorei_DSM_17855_AGORA1_03__biomass536,0.0,0.1
allcohort_equal_abundance,high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Bacteroides_xylanisolvens_XB1A_AGORA1_03__biomass525,0.0,0.1
allcohort_equal_abundance,high_fiber,Bilophila_wadsworthia_3_1_6_AGORA1_03,Bilophila_wadsworthia_3_1_6_AGORA1_03__biomass525,0.0,0.1
allcohort_equal_abundance,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia_coli_UTI89_UPEC_AGORA1_03__biomass525,0.0,0.1
allcohort_equal_abundance,high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03__biomass525,0.0,0.1
allcohort_equal_abundance,high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Parabacteroides_merdae_ATCC_43184_AGORA1_03__biomass536,0.0,0.1
allcohort_equal_abundance,western,Alistipes_shahii_WAL_8301_AGORA1_03,Alistipes_shahii_WAL_8301_AGORA1_03__biomass399,3.694301478397643,0.1
allcohort_equal_abundance,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Faecalibacterium_prausnitzii_M21_2__AGORA1_03__biomass224,0.6021155946841886,0.1
allcohort_equal_abundance,western,Bacteroides_dorei_DSM_17855_AGORA1_03,Bacteroides_dorei_DSM_17855_AGORA1_03__biomass536,0.0,0.1
allcohort_equal_abundance,western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Bacteroides_xylanisolvens_XB1A_AGORA1_03__biomass525,0.0,0.1
allcohort_equal_abundance,western,Bilophila_wadsworthia_3_1_6_AGORA1_03,Bilophila_wadsworthia_3_1_6_AGORA1_03__biomass525,0.0,0.1
allcohort_equal_abundance,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia_coli_UTI89_UPEC_AGORA1_03__biomass525,0.0,0.1
allcohort_equal_abundance,western,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03__biomass525,0.0,0.1
allcohort_equal_abundance,western,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Parabacteroides_merdae_ATCC_43184_AGORA1_03__biomass536,0.0,0.1
allcohort_equal_abundance,western,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Alistipes_onderdonkii_DSM_19147_AGORA1_03__biomass419,-7.574708163828876e-16,0.1
allcohort_equal_abundance,western,Ruminococcus_torques_ATCC_27756_AGORA1_03,Ruminococcus_torques_ATCC_27756_AGORA1_03__biomass525,-3.2564555422486505e-15,0.1
