diet,connector_reaction,species,external_metabolite_id,external_metabolite_name,external_metabolite_formula,flux,uptake_from_shared_flux,secretion_to_shared_flux,carbon_count,carbon_uptake_from_shared_flux,carbon_secretion_to_shared_flux,abs_flux
high_fiber,COMM__Alistipes_onderdonkii_DSM_19147_AGORA1_03__uri_e_,Alistipes_onderdonkii_DSM_19147_AGORA1_03,uri[e],Uridine,C9H12N2O6,21.18945370481353,0.0,21.18945370481353,9,0.0,190.70508334332177,21.18945370481353
high_fiber,COMM__Bilophila_wadsworthia_3_1_6_AGORA1_03__nh4_e_,Bilophila_wadsworthia_3_1_6_AGORA1_03,nh4[e],Ammonium,H4N,19.87993805644312,0.0,19.87993805644312,0,0.0,0.0,19.87993805644312
high_fiber,COMM__Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03__lac_D_e_,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,lac_D[e],(R)-lactate,C3H5O3,19.773797940765956,0.0,19.773797940765956,3,0.0,59.321393822297864,19.773797940765956
high_fiber,COMM__Bacteroides_xylanisolvens_XB1A_AGORA1_03__h2o_e_,Bacteroides_xylanisolvens_XB1A_AGORA1_03,h2o[e],Water,H2O,19.38070909544989,0.0,19.38070909544989,0,0.0,0.0,19.38070909544989
high_fiber,COMM__Alistipes_shahii_WAL_8301_AGORA1_03__glyc3p_e_,Alistipes_shahii_WAL_8301_AGORA1_03,glyc3p[e],Glycerol 3-phosphate,C3H7O6P,19.217902276346685,0.0,19.217902276346685,3,0.0,57.653706829040054,19.217902276346685
high_fiber,COMM__Bilophila_wadsworthia_3_1_6_AGORA1_03__ac_e_,Bilophila_wadsworthia_3_1_6_AGORA1_03,ac[e],acetate,C2H3O2,-18.673326178485805,18.673326178485805,0.0,2,37.34665235697161,0.0,18.673326178485805
high_fiber,COMM__Escherichia_coli_UTI89_UPEC_AGORA1_03__ala_L_e_,Escherichia_coli_UTI89_UPEC_AGORA1_03,ala_L[e],L-alanine,C3H7NO2,-18.37366260022805,18.37366260022805,0.0,3,55.120987800684155,0.0,18.37366260022805
high_fiber,COMM__Bilophila_wadsworthia_3_1_6_AGORA1_03__lac_L_e_,Bilophila_wadsworthia_3_1_6_AGORA1_03,lac_L[e],(S)-lactate,C3H5O3,18.31695473927672,0.0,18.31695473927672,3,0.0,54.95086421783016,18.31695473927672
high_fiber,COMM__Bacteroides_xylanisolvens_XB1A_AGORA1_03__mnl_e_,Bacteroides_xylanisolvens_XB1A_AGORA1_03,mnl[e],D-Mannitol,C6H14O6,18.184681158420616,0.0,18.184681158420616,6,0.0,109.1080869505237,18.184681158420616
high_fiber,COMM__Bilophila_wadsworthia_3_1_6_AGORA1_03__succ_e_,Bilophila_wadsworthia_3_1_6_AGORA1_03,succ[e],Succinate,C4H4O4,17.420803320699854,0.0,17.420803320699854,4,0.0,69.68321328279941,17.420803320699854
high_fiber,COMM__Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03__h2o_e_,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,h2o[e],Water,H2O,-17.33505524422127,17.33505524422127,0.0,0,0.0,0.0,17.33505524422127
high_fiber,COMM__Alistipes_onderdonkii_DSM_19147_AGORA1_03__mnl_e_,Alistipes_onderdonkii_DSM_19147_AGORA1_03,mnl[e],D-Mannitol,C6H14O6,-16.987361500482212,16.987361500482212,0.0,6,101.92416900289328,0.0,16.987361500482212
high_fiber,COMM__Alistipes_onderdonkii_DSM_19147_AGORA1_03__h2o_e_,Alistipes_onderdonkii_DSM_19147_AGORA1_03,h2o[e],Water,H2O,16.030303635932526,0.0,16.030303635932526,0,0.0,0.0,16.030303635932526
high_fiber,COMM__Alistipes_onderdonkii_DSM_19147_AGORA1_03__gua_e_,Alistipes_onderdonkii_DSM_19147_AGORA1_03,gua[e],Guanine,C5H5N5O,-15.696658646782588,15.696658646782588,0.0,5,78.48329323391295,0.0,15.696658646782588
high_fiber,COMM__Alistipes_onderdonkii_DSM_19147_AGORA1_03__gsn_e_,Alistipes_onderdonkii_DSM_19147_AGORA1_03,gsn[e],Guanosine,C10H13N5O5,15.696658646782584,0.0,15.696658646782584,10,0.0,156.96658646782583,15.696658646782584
high_fiber,COMM__Alistipes_onderdonkii_DSM_19147_AGORA1_03__h_e_,Alistipes_onderdonkii_DSM_19147_AGORA1_03,h[e],proton,H,-14.664721117867957,14.664721117867957,0.0,0,0.0,0.0,14.664721117867957
high_fiber,COMM__Alistipes_shahii_WAL_8301_AGORA1_03__gsn_e_,Alistipes_shahii_WAL_8301_AGORA1_03,gsn[e],Guanosine,C10H13N5O5,-14.29024134432337,14.29024134432337,0.0,10,142.90241344323368,0.0,14.29024134432337
high_fiber,COMM__Alistipes_shahii_WAL_8301_AGORA1_03__gua_e_,Alistipes_shahii_WAL_8301_AGORA1_03,gua[e],Guanine,C5H5N5O,13.72392709349378,0.0,13.72392709349378,5,0.0,68.6196354674689,13.72392709349378
high_fiber,COMM__Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03__glu_L_e_,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,glu_L[e],L-glutamate(1-),C5H8NO4,13.452981183578405,0.0,13.452981183578405,5,0.0,67.26490591789202,13.452981183578405
high_fiber,COMM__Bacteroides_dorei_DSM_17855_AGORA1_03__ac_e_,Bacteroides_dorei_DSM_17855_AGORA1_03,ac[e],acetate,C2H3O2,-12.368917899167318,12.368917899167318,0.0,2,24.737835798334636,0.0,12.368917899167318
high_fiber,COMM__Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03__succ_e_,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,succ[e],Succinate,C4H4O4,-12.338073455816941,12.338073455816941,0.0,4,49.352293823267765,0.0,12.338073455816941
high_fiber,COMM__Escherichia_coli_UTI89_UPEC_AGORA1_03__indole_e_,Escherichia_coli_UTI89_UPEC_AGORA1_03,indole[e],Indole,C8H7N,-11.550541050331654,11.550541050331654,0.0,8,92.40432840265323,0.0,11.550541050331654
high_fiber,COMM__Escherichia_coli_UTI89_UPEC_AGORA1_03__trp_L_e_,Escherichia_coli_UTI89_UPEC_AGORA1_03,trp_L[e],L-tryptophan,C11H12N2O2,11.550541050331654,0.0,11.550541050331654,11,0.0,127.0559515536482,11.550541050331654
high_fiber,COMM__Alistipes_onderdonkii_DSM_19147_AGORA1_03__indole_e_,Alistipes_onderdonkii_DSM_19147_AGORA1_03,indole[e],Indole,C8H7N,11.432142805376358,0.0,11.432142805376358,8,0.0,91.45714244301087,11.432142805376358
high_fiber,COMM__Alistipes_onderdonkii_DSM_19147_AGORA1_03__trp_L_e_,Alistipes_onderdonkii_DSM_19147_AGORA1_03,trp_L[e],L-tryptophan,C11H12N2O2,-11.432142805376357,11.432142805376357,0.0,11,125.75357085913993,0.0,11.432142805376357
high_fiber,COMM__Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03__ala_L_e_,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,ala_L[e],L-alanine,C3H7NO2,-11.13038944376599,11.13038944376599,0.0,3,33.39116833129797,0.0,11.13038944376599
high_fiber,COMM__Escherichia_coli_UTI89_UPEC_AGORA1_03__succ_e_,Escherichia_coli_UTI89_UPEC_AGORA1_03,succ[e],Succinate,C4H4O4,-10.929173203548697,10.929173203548697,0.0,4,43.716692814194786,0.0,10.929173203548697
high_fiber,COMM__Bilophila_wadsworthia_3_1_6_AGORA1_03__h_e_,Bilophila_wadsworthia_3_1_6_AGORA1_03,h[e],proton,H,10.904204097199594,0.0,10.904204097199594,0,0.0,0.0,10.904204097199594
high_fiber,COMM__Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03__fum_e_,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,fum[e],Fumarate,C4H2O4,-10.842319546871272,10.842319546871272,0.0,4,43.36927818748509,0.0,10.842319546871272
high_fiber,COMM__Escherichia_coli_UTI89_UPEC_AGORA1_03__pi_e_,Escherichia_coli_UTI89_UPEC_AGORA1_03,pi[e],hydrogenphosphate,HO4P,10.392792950686461,0.0,10.392792950686461,0,0.0,0.0,10.392792950686461
high_fiber,COMM__Escherichia_coli_UTI89_UPEC_AGORA1_03__glyc3p_e_,Escherichia_coli_UTI89_UPEC_AGORA1_03,glyc3p[e],Glycerol 3-phosphate,C3H7O6P,-10.35331927068646,10.35331927068646,0.0,3,31.05995781205938,0.0,10.35331927068646
high_fiber,COMM__Faecalibacterium_prausnitzii_M21_2__AGORA1_03__co2_e_,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,co2[e],carbon dioxide,CO2,-10.234203259441164,10.234203259441164,0.0,1,10.234203259441164,0.0,10.234203259441164
high_fiber,COMM__Bilophila_wadsworthia_3_1_6_AGORA1_03__fum_e_,Bilophila_wadsworthia_3_1_6_AGORA1_03,fum[e],Fumarate,C4H2O4,9.842319546871272,0.0,9.842319546871272,4,0.0,39.36927818748509,9.842319546871272
high_fiber,COMM__Bilophila_wadsworthia_3_1_6_AGORA1_03__h2o_e_,Bilophila_wadsworthia_3_1_6_AGORA1_03,h2o[e],Water,H2O,-9.375787800817372,9.375787800817372,0.0,0,0.0,0.0,9.375787800817372
high_fiber,COMM__Bilophila_wadsworthia_3_1_6_AGORA1_03__glyc3p_e_,Bilophila_wadsworthia_3_1_6_AGORA1_03,glyc3p[e],Glycerol 3-phosphate,C3H7O6P,-8.589796689085317,8.589796689085317,0.0,3,25.769390067255948,0.0,8.589796689085317
high_fiber,COMM__Bilophila_wadsworthia_3_1_6_AGORA1_03__pi_e_,Bilophila_wadsworthia_3_1_6_AGORA1_03,pi[e],hydrogenphosphate,HO4P,8.589796689085313,0.0,8.589796689085313,0,0.0,0.0,8.589796689085313
high_fiber,COMM__Bilophila_wadsworthia_3_1_6_AGORA1_03__co2_e_,Bilophila_wadsworthia_3_1_6_AGORA1_03,co2[e],carbon dioxide,CO2,-7.9279659803308355,7.9279659803308355,0.0,1,7.9279659803308355,0.0,7.9279659803308355
high_fiber,COMM__Faecalibacterium_prausnitzii_M21_2__AGORA1_03__asp_L_e_,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,asp_L[e],L-aspartate(1-),C4H6NO4,7.924617667928971,0.0,7.924617667928971,4,0.0,31.698470671715885,7.924617667928971
high_fiber,COMM__Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03__etoh_e_,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,etoh[e],ethanol,C2H6O,-7.779076211952927,7.779076211952927,0.0,2,15.558152423905854,0.0,7.779076211952927
high_fiber,COMM__Bacteroides_dorei_DSM_17855_AGORA1_03__etoh_e_,Bacteroides_dorei_DSM_17855_AGORA1_03,etoh[e],ethanol,C2H6O,7.516653391175832,0.0,7.516653391175832,2,0.0,15.033306782351664,7.516653391175832
high_fiber,COMM__Faecalibacterium_prausnitzii_M21_2__AGORA1_03__dcyt_e_,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,dcyt[e],Deoxycytidine,C9H13N3O4,-7.288109750022207,7.288109750022207,0.0,9,65.59298775019987,0.0,7.288109750022207
high_fiber,COMM__Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03__nh4_e_,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,nh4[e],Ammonium,H4N,7.1319018564788275,0.0,7.1319018564788275,0,0.0,0.0,7.1319018564788275
high_fiber,COMM__Bacteroides_xylanisolvens_XB1A_AGORA1_03__co2_e_,Bacteroides_xylanisolvens_XB1A_AGORA1_03,co2[e],carbon dioxide,CO2,6.88485915219405,0.0,6.88485915219405,1,0.0,6.88485915219405,6.88485915219405
high_fiber,COMM__Bacteroides_xylanisolvens_XB1A_AGORA1_03__adn_e_,Bacteroides_xylanisolvens_XB1A_AGORA1_03,adn[e],Adenosine,C10H13N5O4,6.858372512859247,0.0,6.858372512859247,10,0.0,68.58372512859246,6.858372512859247
high_fiber,COMM__Escherichia_coli_UTI89_UPEC_AGORA1_03__cit_e_,Escherichia_coli_UTI89_UPEC_AGORA1_03,cit[e],Citrate,C6H5O7,-6.456863197552872,6.456863197552872,0.0,6,38.741179185317236,0.0,6.456863197552872
high_fiber,COMM__Bacteroides_xylanisolvens_XB1A_AGORA1_03__h_e_,Bacteroides_xylanisolvens_XB1A_AGORA1_03,h[e],proton,H,-6.192666942018267,6.192666942018267,0.0,0,0.0,0.0,6.192666942018267
high_fiber,COMM__Escherichia_coli_UTI89_UPEC_AGORA1_03__glu_L_e_,Escherichia_coli_UTI89_UPEC_AGORA1_03,glu_L[e],L-glutamate(1-),C5H8NO4,6.041244486742713,0.0,6.041244486742713,5,0.0,30.206222433713563,6.041244486742713
high_fiber,COMM__Bacteroides_dorei_DSM_17855_AGORA1_03__h2o_e_,Bacteroides_dorei_DSM_17855_AGORA1_03,h2o[e],Water,H2O,-5.914453651772277,5.914453651772277,0.0,0,0.0,0.0,5.914453651772277
high_fiber,COMM__Alistipes_shahii_WAL_8301_AGORA1_03__cytd_e_,Alistipes_shahii_WAL_8301_AGORA1_03,cytd[e],Cytidine,C9H13N3O5,-5.878773645439597,5.878773645439597,0.0,9,52.90896280895637,0.0,5.878773645439597
high_fiber,COMM__Alistipes_shahii_WAL_8301_AGORA1_03__co2_e_,Alistipes_shahii_WAL_8301_AGORA1_03,co2[e],carbon dioxide,CO2,5.656466235956449,0.0,5.656466235956449,1,0.0,5.656466235956449,5.656466235956449
high_fiber,COMM__Alistipes_onderdonkii_DSM_19147_AGORA1_03__asp_L_e_,Alistipes_onderdonkii_DSM_19147_AGORA1_03,asp_L[e],L-aspartate(1-),C4H6NO4,-5.555218695105871,5.555218695105871,0.0,4,22.220874780423483,0.0,5.555218695105871
high_fiber,COMM__Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03__cit_e_,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,cit[e],Citrate,C6H5O7,5.456863197552872,0.0,5.456863197552872,6,0.0,32.741179185317236,5.456863197552872
high_fiber,COMM__Alistipes_shahii_WAL_8301_AGORA1_03__uri_e_,Alistipes_shahii_WAL_8301_AGORA1_03,uri[e],Uridine,C9H12N2O6,5.232507322014512,0.0,5.232507322014512,9,0.0,47.09256589813061,5.232507322014512
high_fiber,COMM__Alistipes_onderdonkii_DSM_19147_AGORA1_03__co2_e_,Alistipes_onderdonkii_DSM_19147_AGORA1_03,co2[e],carbon dioxide,CO2,5.221573705955935,0.0,5.221573705955935,1,0.0,5.221573705955935,5.221573705955935
high_fiber,COMM__Faecalibacterium_prausnitzii_M21_2__AGORA1_03__glu_L_e_,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,glu_L[e],L-glutamate(1-),C5H8NO4,5.137231785188675,0.0,5.137231785188675,5,0.0,25.686158925943374,5.137231785188675
high_fiber,COMM__Parabacteroides_merdae_ATCC_43184_AGORA1_03__nh4_e_,Parabacteroides_merdae_ATCC_43184_AGORA1_03,nh4[e],Ammonium,H4N,5.032367225978439,0.0,5.032367225978439,0,0.0,0.0,5.032367225978439
high_fiber,COMM__Bacteroides_xylanisolvens_XB1A_AGORA1_03__dad_2_e_,Bacteroides_xylanisolvens_XB1A_AGORA1_03,dad_2[e],2-deoxyadenosine,C10H13N5O3,-5.00044496108697,5.00044496108697,0.0,10,50.0044496108697,0.0,5.00044496108697
high_fiber,COMM__Bacteroides_xylanisolvens_XB1A_AGORA1_03__ura_e_,Bacteroides_xylanisolvens_XB1A_AGORA1_03,ura[e],uracil,C4H4N2O2,-5.00044496108697,5.00044496108697,0.0,4,20.00177984434788,0.0,5.00044496108697
high_fiber,COMM__Faecalibacterium_prausnitzii_M21_2__AGORA1_03__ura_e_,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,ura[e],uracil,C4H4N2O2,5.00044496108697,0.0,5.00044496108697,4,0.0,20.00177984434788,5.00044496108697
high_fiber,COMM__Bacteroides_xylanisolvens_XB1A_AGORA1_03__dcyt_e_,Bacteroides_xylanisolvens_XB1A_AGORA1_03,dcyt[e],Deoxycytidine,C9H13N3O4,5.000444961086968,0.0,5.000444961086968,9,0.0,45.004004649782715,5.000444961086968
high_fiber,COMM__Alistipes_onderdonkii_DSM_19147_AGORA1_03__akg_e_,Alistipes_onderdonkii_DSM_19147_AGORA1_03,akg[e],2-Oxoglutarate,C5H4O5,-4.887928716805999,4.887928716805999,0.0,5,24.439643584029994,0.0,4.887928716805999
high_fiber,COMM__Escherichia_coli_UTI89_UPEC_AGORA1_03__akg_e_,Escherichia_coli_UTI89_UPEC_AGORA1_03,akg[e],2-Oxoglutarate,C5H4O5,4.887928716805999,0.0,4.887928716805999,5,0.0,24.439643584029994,4.887928716805999
high_fiber,COMM__Bacteroides_dorei_DSM_17855_AGORA1_03__succ_e_,Bacteroides_dorei_DSM_17855_AGORA1_03,succ[e],Succinate,C4H4O4,4.569557209730782,0.0,4.569557209730782,4,0.0,18.278228838923127,4.569557209730782
high_fiber,COMM__Alistipes_onderdonkii_DSM_19147_AGORA1_03__gln_L_e_,Alistipes_onderdonkii_DSM_19147_AGORA1_03,gln_L[e],L-glutamine,C5H10N2O3,4.554283727656062,0.0,4.554283727656062,5,0.0,22.771418638280313,4.554283727656062
high_fiber,COMM__Bilophila_wadsworthia_3_1_6_AGORA1_03__pro_L_e_,Bilophila_wadsworthia_3_1_6_AGORA1_03,pro_L[e],L-proline,C5H9NO2,4.2948983445426645,0.0,4.2948983445426645,5,0.0,21.474491722713324,4.2948983445426645
high_fiber,COMM__Bacteroides_xylanisolvens_XB1A_AGORA1_03__lac_D_e_,Bacteroides_xylanisolvens_XB1A_AGORA1_03,lac_D[e],(R)-lactate,C3H5O3,-4.28692042974546,4.28692042974546,0.0,3,12.860761289236379,0.0,4.28692042974546
high_fiber,COMM__Bacteroides_dorei_DSM_17855_AGORA1_03__pro_L_e_,Bacteroides_dorei_DSM_17855_AGORA1_03,pro_L[e],L-proline,C5H9NO2,-4.2321989914700735,4.2321989914700735,0.0,5,21.16099495735037,0.0,4.2321989914700735
high_fiber,COMM__Faecalibacterium_prausnitzii_M21_2__AGORA1_03__gln_L_e_,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,gln_L[e],L-glutamine,C5H10N2O3,-3.133934631550824,3.133934631550824,0.0,5,15.66967315775412,0.0,3.133934631550824
high_fiber,COMM__Escherichia_coli_UTI89_UPEC_AGORA1_03__dad_2_e_,Escherichia_coli_UTI89_UPEC_AGORA1_03,dad_2[e],2-deoxyadenosine,C10H13N5O3,3.11880668615336,0.0,3.11880668615336,10,0.0,31.1880668615336,3.11880668615336
high_fiber,COMM__Escherichia_coli_UTI89_UPEC_AGORA1_03__adn_e_,Escherichia_coli_UTI89_UPEC_AGORA1_03,adn[e],Adenosine,C10H13N5O4,-3.1188066861533583,3.1188066861533583,0.0,10,31.188066861533585,0.0,3.1188066861533583
high_fiber,COMM__Alistipes_shahii_WAL_8301_AGORA1_03__val_L_e_,Alistipes_shahii_WAL_8301_AGORA1_03,val_L[e],L-valine,C5H11NO2,-3.025621827903773,3.025621827903773,0.0,5,15.128109139518866,0.0,3.025621827903773
high_fiber,COMM__Parabacteroides_merdae_ATCC_43184_AGORA1_03__ac_e_,Parabacteroides_merdae_ATCC_43184_AGORA1_03,ac[e],acetate,C2H3O2,3.0067771539638977,0.0,3.0067771539638977,2,0.0,6.013554307927795,3.0067771539638977
high_fiber,COMM__Alistipes_shahii_WAL_8301_AGORA1_03__asp_L_e_,Alistipes_shahii_WAL_8301_AGORA1_03,asp_L[e],L-aspartate(1-),C4H6NO4,-2.894344523567077,2.894344523567077,0.0,4,11.577378094268308,0.0,2.894344523567077
high_fiber,COMM__Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03__val_L_e_,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,val_L[e],L-valine,C5H11NO2,2.875024807407501,0.0,2.875024807407501,5,0.0,14.375124037037505,2.875024807407501
high_fiber,COMM__Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03__cys_L_e_,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,cys_L[e],L-cysteine,C3H7NO2S,-2.30389814414323,2.30389814414323,0.0,3,6.91169443242969,0.0,2.30389814414323
high_fiber,COMM__Parabacteroides_merdae_ATCC_43184_AGORA1_03__acnam_e_,Parabacteroides_merdae_ATCC_43184_AGORA1_03,acnam[e],N-acetylneuraminate,C11H18NO9,-2.0067771539638986,2.0067771539638986,0.0,11,22.074548693602885,0.0,2.0067771539638986
high_fiber,COMM__Faecalibacterium_prausnitzii_M21_2__AGORA1_03__ac_e_,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,ac[e],acetate,C2H3O2,1.9549753242670436,0.0,1.9549753242670436,2,0.0,3.909950648534087,1.9549753242670436
high_fiber,COMM__Bacteroides_xylanisolvens_XB1A_AGORA1_03__asn_L_e_,Bacteroides_xylanisolvens_XB1A_AGORA1_03,asn_L[e],L-asparagine,C4H8N2O3,-1.8579275517722753,1.8579275517722753,0.0,4,7.431710207089101,0.0,1.8579275517722753
high_fiber,COMM__Bacteroides_xylanisolvens_XB1A_AGORA1_03__ins_e_,Bacteroides_xylanisolvens_XB1A_AGORA1_03,ins[e],Inosine,C10H12N4O5,-1.8579275517722744,1.8579275517722744,0.0,10,18.579275517722746,0.0,1.8579275517722744
high_fiber,COMM__Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03__ins_e_,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,ins[e],Inosine,C10H12N4O5,1.8579275517722742,0.0,1.8579275517722742,10,0.0,18.579275517722742,1.8579275517722742
high_fiber,COMM__Alistipes_shahii_WAL_8301_AGORA1_03__glu_L_e_,Alistipes_shahii_WAL_8301_AGORA1_03,glu_L[e],L-glutamate(1-),C5H8NO4,-1.8432329324813082,1.8432329324813082,0.0,5,9.216164662406541,0.0,1.8432329324813082
