diet,species,pathway,sum_abs_flux,net_flux,n_active_reactions,n_biomass_reactions
high_fiber,Bilophila_wadsworthia_3_1_6_AGORA1_03,Respiration,1.3155470807106342,1.3155470807106342,1,0
high_fiber,Bilophila_wadsworthia_3_1_6_AGORA1_03,"Valine, leucine, and isoleucine metabolism",0.89092859802272,-0.17818571960454396,5,0
high_fiber,Bilophila_wadsworthia_3_1_6_AGORA1_03,Nitrogen metabolism,0.41750761926198443,0.41750761926198443,1,0
high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,"Transport, extracellular",136.6290273313576,12.320460605082008,21,0
high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Glycolysis/gluconeogenesis,68.70430440795201,-7.555535136562185,14,0
high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,"Glycine, serine, alanine, and threonine metabolism",50.92313857529699,50.92313857529699,7,0
high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,"Valine, leucine, and isoleucine metabolism",36.74732520045611,0.0,2,0
high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Pyruvate metabolism,28.315209604650303,24.077596232343584,5,0
high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Citric acid cycle,19.38603640110157,19.38603640110157,4,0
high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Pentose phosphate pathway,16.756348219484586,4.281121474871146,9,0
high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Folate metabolism,13.947013220830302,13.947013220830302,3,0
high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Tryptophan metabolism,11.550541050331654,11.550541050331654,1,0
high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Glycerophospholipid metabolism,10.35331927068646,10.35331927068646,1,0
high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,4.125583840117258,4.125583840117258,2,0
high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Aminosugar metabolism,4.027108615855594,4.027108615855594,4,0
high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Glutamate metabolism,3.331279357435615,-1.317725049507819,2,0
high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Purine catabolism,3.11880668615336,-3.11880668615336,1,0
high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Cell wall biosynthesis,2.013554307927797,-2.220446049250313e-16,2,0
high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Respiration,2.0,2.220446049250313e-16,2,0
high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Methionine and cysteine metabolism,1.1104264524785386,-1.1104264524785386,1,0
high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Sulfur metabolism,1.1104264524785386,1.1104264524785386,1,0
high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Oxidative phosphorylation,1.006777153963899,1.006777153963899,1,0
high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Others,1.0000000000000002,1.0000000000000002,1,0
high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Alanine and aspartate metabolism,0.22490009081021373,0.22490009081021373,1,0
high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Pentose and glucuronate interconversions,0.18406883999999957,0.18406883999999957,2,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,"Transport, extracellular",80.03764860950727,-30.979559087311006,54,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Glycolysis/gluconeogenesis,42.02957306051187,9.600977357520176,11,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,"Glycine, serine, alanine, and threonine metabolism",19.650976702679543,0.016869474046368328,5,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Pentose phosphate pathway,16.385941181985043,16.385941181985043,10,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Citric acid cycle,15.17731188466081,-10.468300729324104,5,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Pyruvate metabolism,14.67619127180378,10.77376947018614,7,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Glutamate metabolism,13.572990677756207,-7.736017207606846,3,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Nucleotide interconversion,13.16654440310166,13.085797408502986,26,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Respiration,10.994803271917107,9.006242676444966,3,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Alanine and aspartate metabolism,8.675969979540575,-7.963014338862127,6,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Pyrimidine catabolism,7.306714006112143,7.25517738620685,3,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Unassigned,4.9774408097838965,4.9774408097838965,3,1
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Fatty acid synthesis,2.9019347164757927,2.9019347164757927,79,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Butanoate metabolism,2.2412140349881566,-2.2412140349881566,1,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Exchange/demand reaction,1.5449666215530509,1.499793350403696,10,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Glycerophospholipid metabolism,1.2583811856257174,0.3736637739324738,35,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Phenylalanine metabolism,0.9473529754523204,0.9473529754523204,1,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Tyrosine metabolism,0.9473529754523204,-0.9473529754523204,1,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Miscellaneous,0.8253225216667505,0.8253225216667505,1,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Fatty acid oxidation,0.7661974097109312,0.7661974097109312,2,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Lysine metabolism,0.7552972244433873,0.4528358066003423,5,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Biotin metabolism,0.7336264252373447,0.7336264252373447,1,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,"Valine, leucine, and isoleucine metabolism",0.44786348984494856,0.0934138153124975,10,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Fructose and mannose metabolism,0.32291677,0.32291677,2,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Galactose metabolism,0.29286149616501156,0.0,2,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Aminosugar metabolism,0.22007428220587127,0.031683846076331665,6,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Pyrimidine synthesis,0.11746440638205194,0.11746440638205194,2,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Urea cycle,0.0916960964294058,0.0916960964294058,1,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Terpenoid backbone biosynthesis,0.06593665264533886,0.06593665264533886,8,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,CoA synthesis,0.06399519878980865,0.06399519878980865,9,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Sulfur metabolism,0.059389579807879005,0.059389579807879005,1,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Cell wall biosynthesis,0.050522889689286005,0.050522889689286005,34,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,NAD metabolism,0.03387981112400004,0.03387981112400004,5,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Folate metabolism,0.02258654074934498,-0.0075288469164483274,4,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Nucleotide salvage pathway,0.020104392848480326,0.020104392848480326,1,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Vitamin B12 metabolism,0.018822117291120814,0.018822117291120814,5,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Methionine and cysteine metabolism,0.011293270374672492,0.0037644234582241655,3,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Plant polysaccharide degradation,0.011156310000000001,0.011156310000000001,2,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Vitamin B2 metabolism,0.007528846916448327,0.007528846916448327,2,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,beta-Alanine metabolism,0.007528846916448063,0.007528846916448063,1,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Purine catabolism,0.0071640538627110745,-0.0071640538627110745,1,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Vitamin B6 metabolism,0.0037644234582241637,0.0037644234582241637,1,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Thiamine metabolism,0.0037644234582241633,0.0037644234582241633,1,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Ubiquinone and other terpenoid-quinone biosynthesis,0.0037644234582241633,-0.0037644234582241633,1,0
high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Cholesterol metabolism,0.0017126403284503603,0.0017126403284503603,2,0
high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,"Transport, extracellular",134.18818358490734,-24.129285629700664,35,0
high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Pyruvate metabolism,51.22517136801048,10.571951900463729,7,0
high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Citric acid cycle,43.601758246570775,32.688031851465034,5,0
high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Glycolysis/gluconeogenesis,24.35587261246227,17.118504728678833,10,0
high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Methane metabolism,16.106446178512858,-5.368815392837617,3,0
high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,"Valine, leucine, and isoleucine metabolism",14.375124037037502,-2.8750248074075015,5,0
high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Glutamate metabolism,11.298599775816932,11.298599775816932,2,0
high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Pentose phosphate pathway,10.8165781456752,7.079473163783403,7,0
high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Respiration,7.161711787019516,7.161711787019516,1,0
high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Nucleotide interconversion,3.7158551035445537,3.7158551035445537,4,0
high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Arginine and proline metabolism,3.0105251177583154,3.0105251177583154,3,0
high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,NAD metabolism,3.0000000000000413,3.0000000000000413,3,0
high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Methionine and cysteine metabolism,2.30389814414323,2.30389814414323,1,0
high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,beta-Alanine metabolism,2.0432351394584423,2.0432351394584423,1,0
