age_group,diet,id,table2_taxon,profile_taxon,model_species_id,abundance,growth_rate,abundance_weighted_contribution,rank_by_growth_rate,rank_by_contribution,grows_in_diet,growth_rate_full_access,grows_full_access,nongrowing_due_to_competition_or_diet
21_40,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia coli,s__Escherichia_coli,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.0535555160951337,0.1582574115010112,0.008475557348816602,4,4,True,1.9804383150694695,True,False
21_40,western,Alistipes_shahii_WAL_8301_AGORA1_03,Alistipes shahii,s__Alistipes_shahii,Alistipes_shahii_WAL_8301_AGORA1_03,0.0191038816405932,0.0561309861422674,0.0010723197156316535,5,5,True,0.7064551671849957,True,False
21_40,western,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Parabacteroides merdae,s__Parabacteroides_merdae,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.0169566753726621,0.0497389361345239,0.0008434069934146945,6,6,True,0.6270535894776977,True,False
21_40,western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Bacteroides xylanisolvens,s__Bacteroides_xylanisolvens,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.0047107290527785,0.0148092776960422,6.976249469341064e-05,7,7,True,0.1776392160100909,True,False
41_60,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Faecalibacterium prausnitzii,s__Faecalibacterium_prausnitzii,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.6235721227371609,1.6079698294490723,1.0026851598468687,1,1,True,34.656066372060806,True,False
41_60,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia coli,s__Escherichia_coli,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.1470087604426173,0.4486992367250395,0.06596271860249656,3,2,True,8.170383797644496,True,False
41_60,high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,Ruminococcus torques,s__Ruminococcus_torques,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.1467262915380531,0.4490790527711514,0.0658917040205327,2,3,True,8.154687352680982,True,False
41_60,high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,Bacteroides dorei,s__Bacteroides_dorei,Bacteroides_dorei_DSM_17855_AGORA1_03,0.0482793083627024,0.1499518738050568,0.007239572754999374,4,4,True,2.683246367850401,True,False
41_60,high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Parabacteroides merdae,s__Parabacteroides_merdae,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.0344135169194661,0.1073036444378507,0.0036926957833823496,5,5,True,1.9126174951834345,True,False
41_60,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Faecalibacterium prausnitzii,s__Faecalibacterium_prausnitzii,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.6235721227371609,1.8036689056267972,1.1247176481967138,1,1,True,34.656066372060806,True,False
41_60,western,Ruminococcus_torques_ATCC_27756_AGORA1_03,Ruminococcus torques,s__Ruminococcus_torques,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.1467262915380531,0.4959887193762354,0.07277458543878312,2,2,True,8.154687352680982,True,False
41_60,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia coli,s__Escherichia_coli,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.1470087604426173,0.4948161686955794,0.07274231160690213,3,3,True,8.170383797644496,True,False
41_60,western,Bacteroides_dorei_DSM_17855_AGORA1_03,Bacteroides dorei,s__Bacteroides_dorei,Bacteroides_dorei_DSM_17855_AGORA1_03,0.0482793083627024,0.1646999734957666,0.007951600807731028,4,4,True,2.683246367850401,True,False
41_60,western,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Parabacteroides merdae,s__Parabacteroides_merdae,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.0344135169194661,0.1178922682878079,0.004057087569396714,5,5,True,1.9126174951834345,True,False
61_70,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Faecalibacterium prausnitzii,s__Faecalibacterium_prausnitzii,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.8049498195994165,1.1950788919595272,0.961978538489892,1,1,True,25.872444549874302,True,False
61_70,high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,Ruminococcus torques,s__Ruminococcus_torques,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.0937346039002896,0.2014017804525826,0.01887831611553592,2,2,True,3.0130412424771156,True,False
61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia coli,s__Escherichia_coli,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.0504197179075042,0.1116184582340976,0.005627771177433741,3,3,True,1.62094796786907,True,False
61_70,high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,Bacteroides dorei,s__Bacteroides_dorei,Bacteroides_dorei_DSM_17855_AGORA1_03,0.0332419398335446,0.0725248039920202,0.0024108651707423507,4,4,True,1.068526775861392,True,False
61_70,high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Parabacteroides merdae,s__Parabacteroides_merdae,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.017653918759245,0.0397966161979777,0.0007025662292519519,5,5,True,0.5674653400441229,True,False
61_70,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Faecalibacterium prausnitzii,s__Faecalibacterium_prausnitzii,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.8049498195994165,1.3496475606772718,1.0863985604899624,1,1,True,25.872444549874302,True,False
61_70,western,Ruminococcus_torques_ATCC_27756_AGORA1_03,Ruminococcus torques,s__Ruminococcus_torques,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.0937346039002896,0.229581644050843,0.02151974446788305,2,2,True,3.0130412424771156,True,False
61_70,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia coli,s__Escherichia_coli,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.0504197179075042,0.1268581492016043,0.0063961520970129675,3,3,True,1.62094796786907,True,False
61_70,western,Bacteroides_dorei_DSM_17855_AGORA1_03,Bacteroides dorei,s__Bacteroides_dorei,Bacteroides_dorei_DSM_17855_AGORA1_03,0.0332419398335446,0.0823912315712476,0.002738844362703053,4,4,True,1.068526775861392,True,False
61_70,western,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Parabacteroides merdae,s__Parabacteroides_merdae,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.017653918759245,0.0446430162430093,0.0007881241819217412,5,5,True,0.5674653400441229,True,False
71_80,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia coli,s__Escherichia_coli,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.4488024582035857,1.9394446584903453,0.8704275302802807,1,1,True,51.06452601638642,True,False
71_80,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Faecalibacterium prausnitzii,s__Faecalibacterium_prausnitzii,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.2370810988590241,1.0245239068805687,0.2428952536505857,2,2,True,26.975471485537,True,False
71_80,high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Alistipes onderdonkii,s__Alistipes_onderdonkii,Alistipes_onderdonkii_DSM_19147_AGORA1_03,0.1380956664475209,0.5967633650277573,0.08241043460497333,3,3,True,15.712458767526837,True,False
71_80,high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,Bacteroides dorei,s__Bacteroides_dorei,Bacteroides_dorei_DSM_17855_AGORA1_03,0.1123106399263329,0.4853374007977796,0.05450855406378174,4,4,True,12.778650470775002,True,False
71_80,high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,Ruminococcus torques,s__Ruminococcus_torques,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.043430149383662,0.1876778424685331,0.008150876734411778,5,5,True,4.941461353888631,True,False
71_80,high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Klebsiella pneumoniae,s__Klebsiella_pneumoniae,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,0.0134427633340513,0.0596478328403401,0.000801831700261745,6,6,True,1.529489792839421,True,False
71_80,high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Bacteroides xylanisolvens,s__Bacteroides_xylanisolvens,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.0068372238458228,0.030560269264373,0.00020894740174913666,7,7,True,0.7779360431382543,True,False
71_80,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia coli,s__Escherichia_coli,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.4488024582035857,2.1840034362591663,0.9801861109181921,1,1,True,51.06452601638642,True,False
71_80,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Faecalibacterium prausnitzii,s__Faecalibacterium_prausnitzii,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.2370810988590241,1.1537080598139708,0.2735223745832089,2,2,True,26.975471485537,True,False
71_80,western,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Alistipes onderdonkii,s__Alistipes_onderdonkii,Alistipes_onderdonkii_DSM_19147_AGORA1_03,0.1380956664475209,0.6720141198540165,0.09280223774338459,3,3,True,15.712458767526837,True,False
71_80,western,Bacteroides_dorei_DSM_17855_AGORA1_03,Bacteroides dorei,s__Bacteroides_dorei,Bacteroides_dorei_DSM_17855_AGORA1_03,0.1123106399263329,0.5465365581808359,0.061381870592425156,4,4,True,12.778650470775002,True,False
71_80,western,Ruminococcus_torques_ATCC_27756_AGORA1_03,Ruminococcus torques,s__Ruminococcus_torques,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.043430149383662,0.2113438288619818,0.009178694058790966,5,5,True,4.941461353888631,True,False
71_80,western,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Klebsiella pneumoniae,s__Klebsiella_pneumoniae,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,0.0134427633340513,0.0687393016337517,0.00092404616361049,6,6,True,1.529489792839421,True,False
71_80,western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Bacteroides xylanisolvens,s__Bacteroides_xylanisolvens,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.0068372238458228,0.0343038426019817,0.00023454305064162133,7,7,True,0.7779360431382543,True,False
81_plus,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia coli,s__Escherichia_coli,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.2925078243286016,2.758624653403492,0.8069192955062982,1,1,True,52.255357215164445,True,False
81_plus,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Faecalibacterium prausnitzii,s__Faecalibacterium_prausnitzii,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.2119676857812636,1.9990556493944789,0.42373519975010876,2,2,True,37.865523648829395,True,False
81_plus,high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Parabacteroides merdae,s__Parabacteroides_merdae,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.1365394735762943,1.287696927617431,0.1758214606226956,3,3,True,24.392238178413187,True,False
81_plus,high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,Bacteroides dorei,s__Bacteroides_dorei,Bacteroides_dorei_DSM_17855_AGORA1_03,0.1298087451709459,1.224218923003351,0.1589143222095918,4,4,True,23.18982048633058,True,False
81_plus,high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Alistipes onderdonkii,s__Alistipes_onderdonkii,Alistipes_onderdonkii_DSM_19147_AGORA1_03,0.0748348746955007,0.7057634524726291,0.05281571953045316,5,5,True,13.368959085502675,True,False
81_plus,high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,Ruminococcus torques,s__Ruminococcus_torques,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.0599625684405712,0.5655035697090417,0.03390904650206574,6,6,True,10.712084814031888,True,False
81_plus,high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Bacteroides xylanisolvens,s__Bacteroides_xylanisolvens,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.0351024294845758,0.3310488858845388,0.011620620172709404,7,7,True,6.270912221516535,True,False
81_plus,high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Klebsiella pneumoniae,s__Klebsiella_pneumoniae,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,0.0310327184401486,0.2926678009931625,0.009082277464718253,8,8,True,5.543871473201597,True,False
81_plus,high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Alistipes shahii,s__Alistipes_shahii,Alistipes_shahii_WAL_8301_AGORA1_03,0.028243680082098,0.2663645435651077,0.007523114953666957,9,9,True,5.045622716703699,True,False
81_plus,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia coli,s__Escherichia_coli,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.2925078243286016,2.8847986339094573,0.8438261720309774,1,1,True,52.255357215164445,True,False
81_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Faecalibacterium prausnitzii,s__Faecalibacterium_prausnitzii,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.2119676857812636,2.0904670081734773,0.4431114539246138,2,2,True,37.865523648829395,True,False
81_plus,western,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Parabacteroides merdae,s__Parabacteroides_merdae,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.1365394735762943,1.3465839956483536,0.1838618698920892,3,3,True,24.392238178413187,True,False
81_plus,western,Bacteroides_dorei_DSM_17855_AGORA1_03,Bacteroides dorei,s__Bacteroides_dorei,Bacteroides_dorei_DSM_17855_AGORA1_03,0.1298087451709459,1.2802126326101455,0.16618279539111616,4,4,True,23.18982048633058,True,False
81_plus,western,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Alistipes onderdonkii,s__Alistipes_onderdonkii,Alistipes_onderdonkii_DSM_19147_AGORA1_03,0.0748348746955007,0.7385108629384524,0.05526636788926517,5,5,True,13.368959085502675,True,False
81_plus,western,Ruminococcus_torques_ATCC_27756_AGORA1_03,Ruminococcus torques,s__Ruminococcus_torques,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.0599625684405712,0.5913682045699538,0.03545995644010356,6,6,True,10.712084814031888,True,False
81_plus,western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Bacteroides xylanisolvens,s__Bacteroides_xylanisolvens,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.0351024294845758,0.3461863141977541,0.012151980682651865,7,7,True,6.270912221516535,True,False
81_plus,western,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Klebsiella pneumoniae,s__Klebsiella_pneumoniae,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,0.0310327184401486,0.3060537249160992,0.009497679072879999,8,8,True,5.543871473201597,True,False
81_plus,western,Alistipes_shahii_WAL_8301_AGORA1_03,Alistipes shahii,s__Alistipes_shahii,Alistipes_shahii_WAL_8301_AGORA1_03,0.028243680082098,0.2785475384523569,0.00786720756370426,9,9,True,5.045622716703699,True,False
