age_group,diet,id,table2_taxon,profile_taxon,model_species_id,abundance,growth_rate,abundance_weighted_contribution,rank_by_growth_rate,rank_by_contribution,grows_in_diet,growth_rate_full_access,grows_full_access,nongrowing_due_to_competition_or_diet
40_60,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia coli,s__Escherichia_coli,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.1474278640666495,0.4895322790180765,0.07217069828731412,3,3,True,8.149972742890306,True,False
40_60,western,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Parabacteroides merdae,s__Parabacteroides_merdae,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.0408003596004097,0.138105974148898,0.0056347734082399245,4,4,True,2.255488890281092,True,False
40_60,western,Bacteroides_dorei_DSM_17855_AGORA1_03,Bacteroides dorei,s__Bacteroides_dorei,Bacteroides_dorei_DSM_17855_AGORA1_03,0.0392773374396222,0.1332129164337292,0.005232248670083776,5,5,True,2.171295955411357,True,False
60_plus,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Faecalibacterium prausnitzii,s__Faecalibacterium_prausnitzii,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.3140907529051998,2.3866250508537346,0.7496168591250602,1,1,True,38.32627575079728,True,False
60_plus,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia coli,s__Escherichia_coli,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.2768258074700049,2.103465856133532,0.5822936341097502,2,2,True,45.139185110376474,True,False
60_plus,high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,Bacteroides dorei,s__Bacteroides_dorei,Bacteroides_dorei_DSM_17855_AGORA1_03,0.1248107475753383,0.9483768683661644,0.1183676259239392,3,3,True,20.351609003559293,True,False
60_plus,high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Parabacteroides merdae,s__Parabacteroides_merdae,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.0897341373890152,0.6818502668414794,0.061185245523489994,4,4,True,14.63202506739102,True,False
60_plus,high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,Ruminococcus torques,s__Ruminococcus_torques,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.0772820910260332,0.5872293231999308,0.045382310008692923,5,5,True,12.60158163949612,True,False
60_plus,high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Alistipes onderdonkii,s__Alistipes_onderdonkii,Alistipes_onderdonkii_DSM_19147_AGORA1_03,0.0641347523593234,0.4879024420678517,0.0312915022975308,6,6,True,10.457791918903208,True,False
60_plus,high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Bacteroides xylanisolvens,s__Bacteroides_xylanisolvens,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.0280921182334486,0.2134563939955499,0.005996442257808575,7,7,True,4.580691735128323,True,False
60_plus,high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Klebsiella pneumoniae,s__Klebsiella_pneumoniae,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,0.0250295930416363,0.1909664743414098,0.004779813137361567,8,8,True,4.081322596286162,True,False
60_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Faecalibacterium prausnitzii,s__Faecalibacterium_prausnitzii,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.3140907529051998,2.503912090625707,0.7864556337530612,1,1,True,38.32627575079728,True,False
60_plus,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia coli,s__Escherichia_coli,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.2768258074700049,2.2068452951640256,0.6109117307951627,2,2,True,45.139185110376474,True,False
60_plus,western,Bacteroides_dorei_DSM_17855_AGORA1_03,Bacteroides dorei,s__Bacteroides_dorei,Bacteroides_dorei_DSM_17855_AGORA1_03,0.1248107475753383,0.9949927851657558,0.12418579334860597,3,3,True,20.351609003559293,True,False
60_plus,western,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Parabacteroides merdae,s__Parabacteroides_merdae,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.0897341373890152,0.7153512058704036,0.06419142338897249,4,4,True,14.63202506739102,True,False
60_plus,western,Ruminococcus_torques_ATCC_27756_AGORA1_03,Ruminococcus torques,s__Ruminococcus_torques,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.0772820910260332,0.6160935034106149,0.04761299421112684,5,5,True,12.60158163949612,True,False
60_plus,western,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Alistipes onderdonkii,s__Alistipes_onderdonkii,Alistipes_onderdonkii_DSM_19147_AGORA1_03,0.0641347523593234,0.5122943002696968,0.032855868082889865,6,6,True,10.457791918903208,True,False
60_plus,western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Bacteroides xylanisolvens,s__Bacteroides_xylanisolvens,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.0280921182334486,0.2239510950599224,0.006291260640933626,7,7,True,4.580691735128323,True,False
60_plus,western,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Klebsiella pneumoniae,s__Klebsiella_pneumoniae,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,0.0250295930416363,0.2000168498883483,0.005006340354175415,8,8,True,4.081322596286162,True,False
